M,N,n,rho,model,R2,MSE
100,50,12,0.5,linreg,0.9275509903581541,1.8806569502929353
100,50,12,0.5,pcr,0.12222460490899212,22.785603360691745
100,50,12,0.5,pls,0.9271554085356912,1.89092560279077
100,50,25,0.5,linreg,0.9275509903581541,1.8806569502929353
100,50,25,0.5,pcr,0.3097213663977564,17.91849628228673
100,50,25,0.5,pls,0.9275568576820028,1.8805046442306423
50,50,5,0.5,linreg,0.10694061462270033,23.181267742912443
50,50,5,0.5,pcr,-0.00828995205989047,26.17232372661742
50,50,5,0.5,pls,0.6692990819167981,8.584050120782168
50,50,12,0.5,linreg,0.10694061462270033,23.181267742912443
50,50,12,0.5,pcr,0.07672402684740176,23.965603950521395
50,50,12,0.5,pls,0.7779743590990265,5.763150706201655
50,50,25,0.5,linreg,0.10694061462270033,23.181267742912443
50,50,25,0.5,pcr,0.21054088880662514,20.492100893070674
50,50,25,0.5,pls,0.7101507776695242,7.523656923530392
500,50,5,0.9,linreg,0.7910821534726221,1.126823040687267
500,50,5,0.9,pcr,0.1464799204663687,4.60356119543712
500,50,5,0.9,pls,0.7907383964258516,1.128677134854607
500,50,12,0.9,linreg,0.7910821534726221,1.126823040687267
500,50,12,0.9,pcr,0.27245258703170083,3.9241127637109727
500,50,12,0.9,pls,0.7910821840173766,1.1268228759405319
500,50,25,0.9,linreg,0.7910821534726221,1.126823040687267
500,50,25,0.9,pcr,0.44264568928299164,3.0061561976707103
500,50,25,0.9,pls,0.7910821534726222,1.1268230406872668
250,50,5,0.9,linreg,0.760967222676618,1.2892652751045415
250,50,5,0.9,pcr,0.10522173049663053,4.826143781227706
250,50,5,0.9,pls,0.7600393257987349,1.2942700499179725
250,50,12,0.9,linreg,0.760967222676618,1.2892652751045415
250,50,12,0.9,pcr,0.21972225587533822,4.208565083423093
250,50,12,0.9,pls,0.7609684342090115,1.2892587404917484
250,50,25,0.9,linreg,0.760967222676618,1.2892652751045415
250,50,25,0.9,pcr,0.4197648120713583,3.1296004153359225
250,50,25,0.9,pls,0.7609672226766185,1.2892652751045384
150,50,5,0.9,linreg,0.7048532674120513,1.5922927106461877
150,50,5,0.9,pcr,0.045336274158383705,5.150333457691154
150,50,5,0.9,pls,0.7042987426315099,1.5952843269117196
150,50,12,0.9,linreg,0.7048532674120513,1.5922927106461877
150,50,12,0.9,pcr,0.20628086279689672,4.2820504411048566
150,50,12,0.9,pls,0.7049165290634765,1.5919514191619673
150,50,25,0.9,linreg,0.7048532674120513,1.5922927106461877
150,50,25,0.9,pcr,0.35076260217591315,3.5025831625161055
150,50,25,0.9,pls,0.7048532632637857,1.5922927330257446
100,50,5,0.9,linreg,0.6438936476181658,1.921860090076695
100,50,5,0.9,pcr,0.016049633422154375,5.310253320375085
100,50,5,0.9,pls,0.6181258087276906,2.0609257957005873
100,50,12,0.9,linreg,0.6438936476181658,1.921860090076695
100,50,12,0.9,pcr,0.06539138965552738,5.04396222097472
100,50,12,0.9,pls,0.6438452474507105,1.9221212995428085
100,50,25,0.9,linreg,0.6438936476181658,1.921860090076695
100,50,25,0.9,pcr,0.2604495670327809,3.991258376078165
100,50,25,0.9,pls,0.6438940515904281,1.9218579098904571
50,50,5,0.9,linreg,-6.891847937312461,42.583374487852524
50,50,5,0.9,pcr,0.0591621164685745,5.076637594264256
50,50,5,0.9,pls,0.45874923809763946,2.9205179913505437
50,50,12,0.9,linreg,-6.891847937312461,42.583374487852524
50,50,12,0.9,pcr,0.1489750728050172,4.592018683216368
50,50,12,0.9,pls,0.07141578282768524,5.010518420711489
50,50,25,0.9,linreg,-6.891847937312461,42.583374487852524
50,50,25,0.9,pcr,0.39922323128395365,3.2417125024521942
50,50,25,0.9,pls,-0.008750038250052494,5.443082657528502
500,50,5,0.99,linreg,0.3705200444263158,1.1215915785601622
500,50,5,0.99,pcr,0.168063791650352,1.4823230460672134
500,50,5,0.99,pls,0.37047967291141637,1.1216635115116786
500,50,12,0.99,linreg,0.3705200444263158,1.1215915785601622
500,50,12,0.99,pcr,0.229452601322489,1.3729420064702473
500,50,12,0.99,pls,0.37052005505611096,1.1215915596202601
500,50,25,0.99,linreg,0.3705200444263158,1.1215915785601622
500,50,25,0.99,pcr,0.2987872923485624,1.249403194998415
500,50,25,0.99,pls,0.3705200444263146,1.1215915785601644
250,50,5,0.99,linreg,0.2766483820592641,1.2891299401961116
250,50,5,0.99,pcr,0.18575034977587823,1.4511249810795703
250,50,5,0.99,pls,0.28321707283316033,1.2774234675284672
250,50,12,0.99,linreg,0.2766483820592641,1.2891299401961116
250,50,12,0.99,pcr,0.22540565092772613,1.380452800725743
250,50,12,0.99,pls,0.2766479774259665,1.2891306613182962
250,50,25,0.99,linreg,0.2766483820592641,1.2891299401961116
250,50,25,0.99,pcr,0.23685010639807502,1.3600569243218603
250,50,25,0.99,pls,0.2766483820710084,1.2891299401751817
150,50,5,0.99,linreg,0.1550020743397006,1.5057721750141442
150,50,5,0.99,pcr,0.17440406523365737,1.4711981516457806
150,50,5,0.99,pls,0.17060946552844125,1.4779600648741078
150,50,12,0.99,linreg,0.1550020743397006,1.5057721750141442
150,50,12,0.99,pcr,0.211521584679908,1.4050553526039529
150,50,12,0.99,pls,0.15512771868074737,1.505548278899194
150,50,25,0.99,linreg,0.1550020743397006,1.5057721750141442
150,50,25,0.99,pcr,0.2580172408732939,1.3222008706828097
150,50,25,0.99,pls,0.1550020710471418,1.5057721808814288
100,50,5,0.99,linreg,-0.12530339420265313,2.0057527843216123
100,50,5,0.99,pcr,0.1507157453666872,1.5137733229875088
100,50,5,0.99,pls,0.052531272261293394,1.6887783761339392
100,50,12,0.99,linreg,-0.12530339420265313,2.0057527843216123
100,50,12,0.99,pcr,0.1734244900678351,1.4732970139783725
100,50,12,0.99,pls,-0.12759621414659494,2.00983953106938
100,50,25,0.99,linreg,-0.12530339420265313,2.0057527843216123
100,50,25,0.99,pcr,0.20527167548220748,1.416532250673855
100,50,25,0.99,pls,-0.12531322937685463,2.0057703146411163
50,50,5,0.99,linreg,-112.06254326386272,201.53507044156007
50,50,5,0.99,pcr,0.1339424928725389,1.5437558334242947
50,50,5,0.99,pls,-0.24554484225377737,2.2201956569817285
50,50,12,0.99,linreg,-112.06254326386272,201.53507044156007
50,50,12,0.99,pcr,0.1640293859874209,1.4901256571675618
50,50,12,0.99,pls,-2.8312493648169905,6.829238829482129
50,50,25,0.99,linreg,-112.06254326386272,201.53507044156007
50,50,25,0.99,pcr,0.06175301926619092,1.6724342642149503
50,50,25,0.99,pls,-4.891195130048563,10.501111961973656
100,10,1,0.01,linreg,0.9127041790237918,1.0827194783869196
100,10,1,0.01,pcr,-0.039865851508049444,12.897330018169091
100,10,1,0.01,pls,0.8867034546493074,1.4052033088568368
100,10,2,0.01,linreg,0.9127041790237918,1.0827194783869196
100,10,2,0.01,pcr,-0.026073142538625138,12.72626072190819
100,10,2,0.01,pls,0.913160773412524,1.0770563935694082
100,10,5,0.01,linreg,0.9127041790237918,1.0827194783869196
100,10,5,0.01,pcr,0.11020506046521927,11.036018700906485
100,10,5,0.01,pls,0.9127219017635599,1.0824996653953842
50,10,1,0.01,linreg,0.8702220777778376,1.6095883385527203
50,10,1,0.01,pcr,-0.018895774433669077,12.636993478148085
50,10,1,0.01,pls,0.8610175679222515,1.7237485244453778
50,10,2,0.01,linreg,0.8702220777778376,1.6095883385527203
50,10,2,0.01,pcr,-0.01775428263518508,12.622835970800663
50,10,2,0.01,pls,0.8945738431048829,1.3075622556687165
50,10,5,0.01,linreg,0.8702220777778376,1.6095883385527203
50,10,5,0.01,pcr,0.25657081506459645,9.220481620620603
50,10,5,0.01,pls,0.870550233924899,1.6055183372883262
30,10,1,0.01,linreg,0.8777044336845469,1.5167831986528746
30,10,1,0.01,pcr,0.022641296031930436,12.121790723075431
30,10,1,0.01,pls,0.6925502835321065,3.8131763760446744
30,10,2,0.01,linreg,0.8777044336845469,1.5167831986528746
30,10,2,0.01,pcr,0.029654267928754918,12.034811625907752
30,10,2,0.01,pls,0.8616538795728672,1.7158518283599207
30,10,5,0.01,linreg,0.8777044336845469,1.5167831986528746
30,10,5,0.01,pcr,0.21545708363603555,9.730373308002937
30,10,5,0.01,pls,0.8787572022354082,1.5037261296345439
20,10,1,0.01,linreg,0.8519139440255856,1.836603466468288
20,10,1,0.01,pcr,-0.05102945598946618,13.035152631548547
20,10,1,0.01,pls,0.3674023824949565,7.8456473808045715
20,10,2,0.01,linreg,0.8519139440255856,1.836603466468288
20,10,2,0.01,pcr,0.047488996965272645,11.813300033630563
20,10,2,0.01,pls,0.6720807230734056,4.06694389125478
20,10,5,0.01,linreg,0.8519139440255856,1.836603466468288
20,10,5,0.01,pcr,0.2200890429839003,9.672667407928335
20,10,5,0.01,pls,0.8740400869691836,1.5621890351945846
10,10,1,0.01,linreg,-11.141599736927592,150.58079855628625
10,10,1,0.01,pcr,0.02821859713830943,12.052087273146299
10,10,1,0.01,pls,0.5140101350106572,6.027273468568091
10,10,2,0.01,linreg,-11.141599736927592,150.58079855628625
10,10,2,0.01,pcr,0.20196435218467068,9.897282708054744
10,10,2,0.01,pls,0.6918042046834595,3.822261479210808
10,10,5,0.01,linreg,-11.141599736927592,150.58079855628625
10,10,5,0.01,pcr,0.6184738988914686,4.73170803022426
10,10,5,0.01,pls,0.4870921709552989,6.3611115632828605
100,10,1,0.1,linreg,0.9490973024536056,1.104375593818293
100,10,1,0.1,pcr,0.24565749176587204,16.36607676271284
100,10,1,0.1,pls,0.8669623471761405,2.886360525463916
100,10,2,0.1,linreg,0.9490973024536056,1.104375593818293
100,10,2,0.1,pcr,0.30972332746521425,14.976116136766843
100,10,2,0.1,pls,0.9376877354661892,1.351915467426229
100,10,5,0.1,linreg,0.9490973024536056,1.104375593818293
100,10,5,0.1,pcr,0.5844563366210465,9.015559137770431
100,10,5,0.1,pls,0.9490869932204096,1.1045992610516908
50,10,1,0.1,linreg,0.9429403990115738,1.237837131941757
50,10,1,0.1,pcr,0.3062197470612842,15.050700383791341
50,10,1,0.1,pls,0.7968987565691752,4.406029069730289
50,10,2,0.1,linreg,0.9429403990115738,1.237837131941757
50,10,2,0.1,pcr,0.31773887335893947,14.800807254295805
50,10,2,0.1,pls,0.9138748551968459,1.8683779834497813
50,10,5,0.1,linreg,0.9429403990115738,1.237837131941757
50,10,5,0.1,pcr,0.5927614291750067,8.834534693439569
50,10,5,0.1,pls,0.9429696054294593,1.2372035350023562
30,10,1,0.1,linreg,0.9436663185934939,1.2221990553630635
30,10,1,0.1,pcr,0.24895416921233338,16.294470412811332
30,10,1,0.1,pls,0.7987036574998033,4.36726650041668
30,10,2,0.1,linreg,0.9436663185934939,1.2221990553630635
30,10,2,0.1,pcr,0.3117155639438103,14.932817571404446
30,10,2,0.1,pls,0.9342742030898512,1.4259676429968042
30,10,5,0.1,linreg,0.9436663185934939,1.2221990553630635
30,10,5,0.1,pcr,0.4206692096263357,12.568991180037711
30,10,5,0.1,pls,0.9437196048550106,1.2210429722372413
20,10,1,0.1,linreg,0.8999917993508276,2.169681700657891
20,10,1,0.1,pcr,0.41180271943497415,12.760962278439244
20,10,1,0.1,pls,0.6139352620016665,8.375689112162815
20,10,2,0.1,linreg,0.8999917993508276,2.169681700657891
20,10,2,0.1,pcr,0.4041646726287569,12.926669993173087
20,10,2,0.1,pls,0.7948355283267856,4.451050983069568
20,10,5,0.1,linreg,0.8999917993508276,2.169681700657891
20,10,5,0.1,pcr,0.6080861983473961,8.502584769661665
20,10,5,0.1,pls,0.9008556559835114,2.1509402982952905
10,10,1,0.1,linreg,0.6155594818336867,8.340784878314057
10,10,1,0.1,pcr,0.1612769375806623,18.196855704720722
10,10,1,0.1,pls,0.3888086234171664,13.260349912837954
10,10,2,0.1,linreg,0.6155594818336867,8.340784878314057
10,10,2,0.1,pcr,0.10907028259741258,19.32952632047322
10,10,2,0.1,pls,0.646985551737465,7.658967857859205
10,10,5,0.1,linreg,0.6155594818336867,8.340784878314057
10,10,5,0.1,pcr,0.16474209744436574,18.121675926246862
10,10,5,0.1,pls,0.7340922963393548,5.769108220690842
100,10,1,0.2,linreg,0.9096380254629144,1.2163457444322467
100,10,1,0.2,pcr,0.25050325785957717,10.088836343369028
100,10,1,0.2,pls,0.6650385626790798,4.508853651344199
100,10,2,0.2,linreg,0.9096380254629144,1.2163457444322467
100,10,2,0.2,pcr,0.24970176725272653,10.099625059461603
100,10,2,0.2,pls,0.9067036119027401,1.2558453399712692
100,10,5,0.2,linreg,0.9096380254629144,1.2163457444322467
100,10,5,0.2,pcr,0.7881487862625536,2.8516898131369683
100,10,5,0.2,pls,0.9097540834838145,1.2147835089836272
50,10,1,0.2,linreg,0.894317100137954,1.4226288326579615
50,10,1,0.2,pcr,0.2032224709861954,10.725658431672963
50,10,1,0.2,pls,0.6461215428321584,4.763662778752788
50,10,2,0.2,linreg,0.894317100137954,1.4226288326579615
50,10,2,0.2,pcr,0.22273442209460215,10.463002275715224
50,10,2,0.2,pls,0.8440885665522497,2.0987700077622407
50,10,5,0.2,linreg,0.894317100137954,1.4226288326579615
50,10,5,0.2,pcr,0.6323919905182376,4.948480351006823
50,10,5,0.2,pls,0.8934647939301243,1.4341019790903025
30,10,1,0.2,linreg,0.8880865737642182,1.506538592151324
30,10,1,0.2,pcr,0.06900592870430866,12.532709833367576
30,10,1,0.2,pls,0.7417125094203095,3.476973992453934
30,10,2,0.2,linreg,0.8880865737642182,1.506538592151324
30,10,2,0.2,pcr,0.06948713489538738,12.526232007408474
30,10,2,0.2,pls,0.8060574270946258,2.6107856811343804
30,10,5,0.2,linreg,0.8880865737642182,1.506538592151324
30,10,5,0.2,pcr,0.7673092943501195,3.132399211493232
30,10,5,0.2,pls,0.8839831372707243,1.56177758934605
20,10,1,0.2,linreg,0.8727554783442517,1.713034948158534
20,10,1,0.2,pcr,0.0819429056092551,12.359383858984229
20,10,1,0.2,pls,0.5200955545529675,6.460734624407065
20,10,2,0.2,linreg,0.8727554783442517,1.713034948158534
20,10,2,0.2,pcr,0.09695601919014729,12.15726915958428
20,10,2,0.2,pls,0.6297804474087128,4.984096948364312
20,10,5,0.2,linreg,0.8727554783442517,1.713034948158534
20,10,5,0.2,pcr,0.3906003611090473,8.204069340129688
20,10,5,0.2,pls,0.8379836524939474,2.1811521772366076
10,10,1,0.2,linreg,0.22950757617549078,10.372285770457253
10,10,1,0.2,pcr,-0.00348381862155156,13.508790756316502
10,10,1,0.2,pls,0.5505163956622303,6.0508997222643215
10,10,2,0.2,linreg,0.22950757617549078,10.372285770457253
10,10,2,0.2,pcr,0.12456459687669164,11.785016820410114
10,10,2,0.2,pls,0.5864995324958611,5.566498621597702
10,10,5,0.2,linreg,0.22950757617549078,10.372285770457253
10,10,5,0.2,pcr,0.358871900017241,8.630797218592887
10,10,5,0.2,pls,0.8068874198085353,2.5996606918907634
100,10,1,0.5,linreg,0.9591084899535489,1.0590289126465182
100,10,1,0.5,pcr,0.919189362667663,2.09287456704633
100,10,1,0.5,pls,0.9238981911334802,1.9709229569363464
100,10,2,0.5,linreg,0.9591084899535489,1.0590289126465182
100,10,2,0.5,pcr,0.9185879994122421,2.108448975371446
100,10,2,0.5,pls,0.9580661315106186,1.0860244363420342
100,10,5,0.5,linreg,0.9591084899535489,1.0590289126465182
100,10,5,0.5,pcr,0.9296115344226079,1.8229559162428617
100,10,5,0.5,pls,0.9591066335300928,1.059076991235736
50,10,1,0.5,linreg,0.9494281352865932,1.3098601082001116
50,10,1,0.5,pcr,0.9083482169833779,2.3738696427197366
50,10,1,0.5,pls,0.9215121261151006,2.032911690361621
50,10,2,0.5,linreg,0.9494281352865932,1.3098601082001116
50,10,2,0.5,pcr,0.906090766492025,2.43233978934409
50,10,2,0.5,pls,0.9432045748255924,1.4710563311401634
50,10,5,0.5,linreg,0.9494281352865932,1.3098601082001116
50,10,5,0.5,pcr,0.9141405240119296,2.2238432999272852
50,10,5,0.5,pls,0.9493087477071687,1.312952361740475
30,10,1,0.5,linreg,0.9372205664627989,1.625953472258832
30,10,1,0.5,pcr,0.9091219718239409,2.35369192009895
30,10,1,0.5,pls,0.9252165341196643,1.9368514362849207
30,10,2,0.5,linreg,0.9372205664627989,1.625953472258832
30,10,2,0.5,pcr,0.9084591746620814,2.370858009150873
30,10,2,0.5,pls,0.9449946715123931,1.4246083439756594
30,10,5,0.5,linreg,0.9372205664627989,1.625953472258832
30,10,5,0.5,pcr,0.9382917949621117,1.598209231830027
30,10,5,0.5,pls,0.9380790971794719,1.6037179896944949
20,10,1,0.5,linreg,0.883786648567064,3.0099490040015318
20,10,1,0.5,pcr,0.9153925442292717,2.191349996262417
20,10,1,0.5,pls,0.925389517094016,1.9324264031791245
20,10,2,0.5,linreg,0.883786648567064,3.0099490040015318
20,10,2,0.5,pcr,0.9295557206313796,1.8245208997827107
20,10,2,0.5,pls,0.9345190871835106,1.6959687151509593
20,10,5,0.5,linreg,0.883786648567064,3.0099490040015318
20,10,5,0.5,pcr,0.9373882712529941,1.6216562749213825
20,10,5,0.5,pls,0.8959949806166914,2.693750766533943
10,10,1,0.5,linreg,0.8145973212020137,4.802108658483458
10,10,1,0.5,pcr,0.9045014329477853,2.4735052302770946
10,10,1,0.5,pls,0.9241232666112393,1.9652807647974828
10,10,2,0.5,linreg,0.8145973212020137,4.802108658483458
10,10,2,0.5,pcr,0.9055074354982641,2.447448791451989
10,10,2,0.5,pls,0.9172536042132274,2.1432116636185046
10,10,5,0.5,linreg,0.8145973212020137,4.802108658483458
10,10,5,0.5,pcr,0.8853283817681795,2.9701057954687737
10,10,5,0.5,pls,0.8328928397699785,4.32823703647525
100,10,1,0.9,linreg,0.8623640900638654,1.1321215653860361
100,10,1,0.9,pcr,0.7981759863260955,1.6600995946407904
100,10,1,0.9,pls,0.8002096245525484,1.643371941999637
100,10,2,0.9,linreg,0.8623640900638654,1.1321215653860361
100,10,2,0.9,pcr,0.8079424323409226,1.5797658782749473
100,10,2,0.9,pls,0.8600241787856878,1.1513684612022803
100,10,5,0.9,linreg,0.8623640900638654,1.1321215653860361
100,10,5,0.9,pcr,0.8332649610173449,1.3714758991700273
100,10,5,0.9,pls,0.86235493039784,1.1321969080451129
50,10,1,0.9,linreg,0.8556729565997245,1.1872360765399772
50,10,1,0.9,pcr,0.7782760169542914,1.8239042767330822
50,10,1,0.9,pls,0.7836350921975422,1.779820456294566
50,10,2,0.9,linreg,0.8556729565997245,1.1872360765399772
50,10,2,0.9,pcr,0.8039468932260007,1.6127353252453034
50,10,2,0.9,pls,0.843322156571672,1.2888339131059767
50,10,5,0.9,linreg,0.8556729565997245,1.1872360765399772
50,10,5,0.9,pcr,0.8235057161502746,1.4518442015634139
50,10,5,0.9,pls,0.8558729798648077,1.1855906826424847
30,10,1,0.9,linreg,0.8254288228963345,1.4359103631017263
30,10,1,0.9,pcr,0.7748620812810367,1.8518398969363734
30,10,1,0.9,pls,0.7822138721397015,1.7913687879225157
30,10,2,0.9,linreg,0.8254288228963345,1.4359103631017263
30,10,2,0.9,pcr,0.7962188472649828,1.6761728589552072
30,10,2,0.9,pls,0.8362084566399123,1.3472440204691574
30,10,5,0.9,linreg,0.8254288228963345,1.4359103631017263
30,10,5,0.9,pcr,0.8261900358190027,1.4296491145822334
30,10,5,0.9,pls,0.8262627185347099,1.4290512732522167
20,10,1,0.9,linreg,0.7612183105464321,1.9640895594433287
20,10,1,0.9,pcr,0.7425946627125437,2.1172776550338925
20,10,1,0.9,pls,0.7563458104389003,2.0041681207915207
20,10,2,0.9,linreg,0.7612183105464321,1.9640895594433287
20,10,2,0.9,pcr,0.8062349399482072,1.5938070138608336
20,10,2,0.9,pls,0.8075924292416543,1.582641038134566
20,10,5,0.9,linreg,0.7612183105464321,1.9640895594433287
20,10,5,0.9,pcr,0.8086306975919233,1.574100801940868
20,10,5,0.9,pls,0.759767139421945,1.976026111450701
10,10,1,0.9,linreg,-19.090636837056024,165.2473630671556
10,10,1,0.9,pcr,0.7184161415605237,2.316053516211838
10,10,1,0.9,pls,0.7368376201164943,2.164535135791082
10,10,2,0.9,linreg,-19.090636837056024,165.2473630671556
10,10,2,0.9,pcr,0.8125940992195795,1.5414310247284042
10,10,2,0.9,pls,0.7991521194276112,1.651992563072862
10,10,5,0.9,linreg,-19.090636837056024,165.2473630671556
10,10,5,0.9,pcr,0.7974402745899243,1.6660726466312954
10,10,5,0.9,pls,0.7772028350633879,1.832527475520691
100,10,1,0.99,linreg,0.18050579328798633,1.066345421206517
100,10,1,0.99,pcr,0.19740080056885523,1.0443612344878714
100,10,1,0.99,pls,0.19754259389080586,1.0441767296330704
100,10,2,0.99,linreg,0.18050579328798633,1.066345421206517
100,10,2,0.99,pcr,0.18582907990030106,1.059418633612024
100,10,2,0.99,pls,0.188158125369964,1.0563880240579657
100,10,5,0.99,linreg,0.18050579328798633,1.066345421206517
100,10,5,0.99,pcr,0.19721740742842975,1.0445998700193635
100,10,5,0.99,pls,0.18058535889972327,1.0662418885334777
50,10,1,0.99,linreg,0.03348134700694361,1.257545663373259
50,10,1,0.99,pcr,0.16965032361679133,1.0803750464468218
50,10,1,0.99,pls,0.1700012836538468,1.0799184093490797
50,10,2,0.99,linreg,0.03348134700694361,1.257545663373259
50,10,2,0.99,pcr,0.17180925361135913,1.0775660442161998
50,10,2,0.99,pls,0.08924404434199684,1.1849923422402049
50,10,5,0.99,linreg,0.03348134700694361,1.257545663373259
50,10,5,0.99,pcr,0.1659779658977879,1.0851531823985563
50,10,5,0.99,pls,0.03406654298251599,1.2567842598979864
30,10,1,0.99,linreg,-0.17427810225257212,1.527919571534582
30,10,1,0.99,pcr,0.09572988899573454,1.1765969218933714
30,10,1,0.99,pls,0.09734560700009587,1.1744946199291189
30,10,2,0.99,linreg,-0.17427810225257212,1.527919571534582
30,10,2,0.99,pcr,0.09387993604208245,1.1790040001816247
30,10,2,0.99,pls,-0.026052916110325786,1.335055408891462
30,10,5,0.99,linreg,-0.17427810225257212,1.527919571534582
30,10,5,0.99,pcr,0.08949234848186183,1.1847129382025439
30,10,5,0.99,pls,-0.16094903064671495,1.5105763635347833
20,10,1,0.99,linreg,-1.3453142495261745,3.0515407809612918
20,10,1,0.99,pcr,-0.11081086051894351,1.4453008339897657
20,10,1,0.99,pls,-0.11665728533187414,1.452907747964337
20,10,2,0.99,linreg,-1.3453142495261745,3.0515407809612918
20,10,2,0.99,pcr,-0.1344448836311114,1.4760515896121873
20,10,2,0.99,pls,-0.09993414839942982,1.4311489007884144
20,10,5,0.99,linreg,-1.3453142495261745,3.0515407809612918
20,10,5,0.99,pcr,-0.1336121453950263,1.4749680952839568
20,10,5,0.99,pls,-1.0868792567419923,2.7152852365847995
10,10,1,0.99,linreg,-285.2254113324816,372.39742394106105
10,10,1,0.99,pcr,0.13192208606151812,1.1294244540548772
10,10,1,0.99,pls,0.13108754552414403,1.1305102442537478
10,10,2,0.99,linreg,-285.2254113324816,372.39742394106105
10,10,2,0.99,pcr,0.1432186529929803,1.1147269035995557
10,10,2,0.99,pls,-0.01959900636167,1.326563010790449
10,10,5,0.99,linreg,-285.2254113324816,372.39742394106105
10,10,5,0.99,pcr,0.03988352755332847,1.2491724594193783
10,10,5,0.99,pls,-0.30316840335143436,1.695504791521587
50,5,1,0.01,linreg,0.7071086109189999,1.175543394022101
50,5,1,0.01,pcr,-0.0019942266011161447,4.021585262800189
50,5,1,0.01,pls,0.6432470512650275,1.4318569538666832
50,5,2,0.01,linreg,0.7071086109189999,1.175543394022101
50,5,2,0.01,pcr,0.3180441307803119,2.737085305208819
50,5,2,0.01,pls,0.6890085663230019,1.248189394039693
25,5,1,0.01,linreg,0.7015902841980839,1.1977311269458732
25,5,1,0.01,pcr,0.03496987074833835,3.873354529155357
25,5,1,0.01,pls,0.6391878676109263,1.448196553455965
25,5,2,0.01,linreg,0.7015902841980839,1.1977311269458732
25,5,2,0.01,pcr,0.31978720982029885,2.7301793091942588
25,5,2,0.01,pls,0.6488088315716325,1.4095807598113257
15,5,1,0.01,linreg,0.5617976527120805,1.7588424348809266
15,5,1,0.01,pcr,-0.002740953173924421,4.024769265958397
15,5,1,0.01,pls,0.3333626642160017,2.6757274170475114
15,5,2,0.01,linreg,0.5617976527120805,1.7588424348809266
15,5,2,0.01,pcr,0.12577083768927555,3.5089527885897227
15,5,2,0.01,pls,0.4644291557324346,2.1496569646713235
10,5,1,0.01,linreg,0.4292542540956156,2.290754730978998
10,5,1,0.01,pcr,-0.00811129137970501,4.046172444828495
10,5,1,0.01,pls,0.33909140076695354,2.6526338764712176
10,5,2,0.01,linreg,0.4292542540956156,2.290754730978998
10,5,2,0.01,pcr,0.1778836082539923,3.2996601855058754
10,5,2,0.01,pls,0.40606905201856736,2.3838112482247698
5,5,1,0.01,linreg,0.03972675825819494,3.8541260193934175
5,5,1,0.01,pcr,0.02195116848780354,3.9254696329256062
5,5,1,0.01,pls,-0.07260569245700377,4.304980424477511
5,5,2,0.01,linreg,0.03972675825819494,3.8541260193934175
5,5,2,0.01,pcr,0.406315655145171,2.382795001827987
5,5,2,0.01,pls,0.09737496588962902,3.6227507739469305
50,5,1,0.1,linreg,0.8299293433331758,1.1789440264314544
50,5,1,0.1,pcr,0.031488649687560155,6.713801741935932
50,5,1,0.1,pls,0.8368867806632724,1.130714488542049
50,5,2,0.1,linreg,0.8299293433331758,1.1789440264314544
50,5,2,0.1,pcr,0.20876791985971432,5.484887003345643
50,5,2,0.1,pls,0.8314878023273036,1.1681406582456957
25,5,1,0.1,linreg,0.8139477062214595,1.2896345722081062
25,5,1,0.1,pcr,0.034246422249273545,6.694188912196365
25,5,1,0.1,pls,0.6887599908793423,2.157382034183031
25,5,2,0.1,linreg,0.8139477062214595,1.2896345722081062
25,5,2,0.1,pcr,0.560529422333563,3.0462212473527455
25,5,2,0.1,pls,0.780723748932785,1.5199287710855525
15,5,1,0.1,linreg,0.7924102913096287,1.4389901478854972
15,5,1,0.1,pcr,0.07396103633506401,6.419205237478842
15,5,1,0.1,pls,0.6042144048385572,2.743544348635288
15,5,2,0.1,linreg,0.7924102913096287,1.4389901478854972
15,5,2,0.1,pcr,0.3054831143178055,4.814318408854491
15,5,2,0.1,pls,0.6686797987861421,2.2966769805207394
10,5,1,0.1,linreg,0.43264898305202093,3.9327935205143643
10,5,1,0.1,pcr,0.013333483548972125,6.839426681001041
10,5,1,0.1,pls,0.09499858156099572,6.273336273616955
10,5,2,0.1,linreg,0.43264898305202093,3.9327935205143643
10,5,2,0.1,pcr,0.18098584582724497,5.677285247618585
10,5,2,0.1,pls,0.18915590685406325,5.6206515903082925
5,5,1,0.1,linreg,-0.8061084931290217,12.519346413822916
5,5,1,0.1,pcr,-0.05668779593803541,7.324610132190021
5,5,1,0.1,pls,-0.14810720872792205,7.958299249991597
5,5,2,0.1,linreg,-0.8061084931290217,12.519346413822916
5,5,2,0.1,pcr,0.03967302267876072,6.656668824360156
5,5,2,0.1,pls,-0.1697694391229061,8.108454662826743
50,5,1,0.2,linreg,0.6557545937367315,1.0975690343567146
50,5,1,0.2,pcr,0.1459998001939311,2.722837131847596
50,5,1,0.2,pls,0.6783092637193684,1.0256572327678652
50,5,2,0.2,linreg,0.6557545937367315,1.0975690343567146
50,5,2,0.2,pcr,0.3081678804055824,2.2057912687424177
50,5,2,0.2,pls,0.6598204554511499,1.0846057127421649
25,5,1,0.2,linreg,0.5517099018114925,1.4292047252449092
25,5,1,0.2,pcr,0.09181544476940873,2.8954055933312217
25,5,1,0.2,pls,0.6079425269334847,1.2499281053462428
25,5,2,0.2,linreg,0.5517099018114925,1.4292047252449092
25,5,2,0.2,pcr,0.3715376075433632,2.0036164630164306
25,5,2,0.2,pls,0.591057523894807,1.3037596002335226
