M,N,n,rho,model,R2,MSE
500,100,10,0.1,pls,0.9851118014971446,1.3507860245561514
500,100,25,0.1,linreg,0.9851071953840099,1.351203930943452
500,100,25,0.1,pcr,0.2700321645251298,66.22899005180827
500,100,25,0.1,pls,0.9851071954068054,1.351203928875255
500,100,50,0.1,linreg,0.9851071953840099,1.351203930943452
500,100,50,0.1,pcr,0.5759406029924552,38.47433300608127
500,100,50,0.1,pls,0.98510719538401,1.3512039309434445
300,100,1,0.1,linreg,0.9808561503228409,1.737087750788359
300,100,1,0.1,pcr,0.013326715463466421,89.52943663381703
300,100,1,0.1,pls,0.5711194277025429,38.91605926982878
300,100,10,0.1,linreg,0.9808561503228409,1.737087750788359
300,100,10,0.1,pcr,0.06966629109019074,84.41725761255339
300,100,10,0.1,pls,0.9807389938305254,1.7477183768723819
300,100,25,0.1,linreg,0.9808561503228409,1.737087750788359
300,100,25,0.1,pcr,0.2677198145200922,66.44614128264226
300,100,25,0.1,pls,0.9808561419443481,1.737088511041786
300,100,50,0.1,linreg,0.9808561503228409,1.737087750788359
300,100,50,0.1,pcr,0.5932487665033197,36.90807216106354
300,100,50,0.1,pls,0.9808561503228406,1.7370877507883886
200,100,1,0.1,linreg,0.9759603614379861,2.1813311901708192
200,100,1,0.1,pcr,0.014899609735690156,89.38695984092097
200,100,1,0.1,pls,0.3688084410557926,57.273649557824434
200,100,10,0.1,linreg,0.9759603614379861,2.1813311901708192
200,100,10,0.1,pcr,0.09733694045389851,81.90668428410781
200,100,10,0.1,pls,0.9749458672836303,2.273385308847929
200,100,25,0.1,linreg,0.9759603614379861,2.1813311901708192
200,100,25,0.1,pcr,0.2766346305937246,65.63740291289814
200,100,25,0.1,pls,0.9759568476482979,2.181650027703377
200,100,50,0.1,linreg,0.9759603614379861,2.1813311901708192
200,100,50,0.1,pcr,0.5254511614821893,43.06005600075545
200,100,50,0.1,pls,0.9759603613962706,2.181331193956047
100,100,1,0.1,linreg,0.5451958671813746,41.27459178549147
100,100,1,0.1,pcr,-0.009975919500077257,91.65779460312528
100,100,1,0.1,pls,0.1827838951571371,74.16436811793461
100,100,10,0.1,linreg,0.5451958671813746,41.27459178549147
100,100,10,0.1,pcr,0.08375822948049227,83.15119042704511
100,100,10,0.1,pls,0.8737099367971551,11.46113332998251
100,100,25,0.1,linreg,0.5451958671813746,41.27459178549147
100,100,25,0.1,pcr,0.20551941913424598,72.10106349189981
100,100,25,0.1,pls,0.8748276755739965,11.359695791473284
100,100,50,0.1,linreg,0.5451958671813746,41.27459178549147
100,100,50,0.1,pcr,0.48505763941503965,46.73228361950185
100,100,50,0.1,pls,0.7000462095362502,27.22154299516758
1000,100,1,0.2,linreg,0.9835775265970977,1.1045696164978618
1000,100,1,0.2,pcr,-0.0038068044503558607,67.51568231090722
1000,100,1,0.2,pls,0.46522377555982575,35.96885527838127
1000,100,10,0.2,linreg,0.9835775265970977,1.1045696164978618
1000,100,10,0.2,pcr,0.10214085267017747,60.38968124374806
1000,100,10,0.2,pls,0.9835773624500408,1.1045806569694927
1000,100,25,0.2,linreg,0.9835775265970977,1.1045696164978618
1000,100,25,0.2,pcr,0.281640661062293,48.31658910635546
1000,100,25,0.2,pls,0.9835775265970982,1.1045696164978316
1000,100,50,0.2,linreg,0.9835775265970977,1.1045696164978618
1000,100,50,0.2,pcr,0.502235136589542,33.47948453283738
1000,100,50,0.2,pls,0.9835775265972297,1.1045696164889838
500,100,1,0.2,linreg,0.9820501413941508,1.206913151530727
500,100,1,0.2,pcr,-0.00514225306256022,67.58378609094574
500,100,1,0.2,pls,0.356850863158923,43.24408167740052
500,100,10,0.2,linreg,0.9820501413941508,1.206913151530727
500,100,10,0.2,pcr,0.19513719026948428,54.1173906475894
500,100,10,0.2,pls,0.9820634446012979,1.2060186700745874
500,100,25,0.2,linreg,0.9820501413941508,1.206913151530727
500,100,25,0.2,pcr,0.3302105609588072,45.03532314576482
500,100,25,0.2,pls,0.9820501413908463,1.206913151752914
500,100,50,0.2,linreg,0.9820501413941508,1.206913151530727
500,100,50,0.2,pcr,0.4799090109405426,34.969894107351834
500,100,50,0.2,pls,0.9820501413941508,1.2069131515307314
300,100,1,0.2,linreg,0.9766207715399512,1.5719497332893615
300,100,1,0.2,pcr,-0.007080536811324034,67.71309771606387
300,100,1,0.2,pls,0.7014015665864293,20.076869883331614
300,100,10,0.2,linreg,0.9766207715399512,1.5719497332893615
300,100,10,0.2,pcr,0.07792020167743974,61.99790106510767
300,100,10,0.2,pls,0.9769062850149787,1.5527526570604768
300,100,25,0.2,linreg,0.9766207715399512,1.5719497332893615
300,100,25,0.2,pcr,0.3236308251961726,45.47705009833338
300,100,25,0.2,pls,0.9766207651943682,1.5719501599474692
300,100,50,0.2,linreg,0.9766207715399512,1.5719497332893615
300,100,50,0.2,pcr,0.5763195415877673,28.487012937108393
300,100,50,0.2,pls,0.976620771539951,1.5719497332893715
200,100,1,0.2,linreg,0.9742468577932762,1.7317200366754137
200,100,1,0.2,pcr,-0.019010827284899445,68.52140422451942
200,100,1,0.2,pls,0.6630719974439958,22.65606923845293
200,100,10,0.2,linreg,0.9742468577932762,1.7317200366754137
200,100,10,0.2,pcr,0.11101929368245145,59.77778125055473
200,100,10,0.2,pls,0.9747922739286496,1.6950445878167673
200,100,25,0.2,linreg,0.9742468577932762,1.7317200366754137
200,100,25,0.2,pcr,0.19154742130809443,54.362823689031536
200,100,25,0.2,pls,0.9742456237311157,1.7318030187889273
200,100,50,0.2,linreg,0.9742468577932762,1.7317200366754137
200,100,50,0.2,pcr,0.4844440575242225,34.66755817390257
200,100,50,0.2,pls,0.9742468577925248,1.7317200367259433
100,100,1,0.2,linreg,-1.8794632222139112,193.65001167059677
100,100,1,0.2,pcr,-0.048618296372999525,70.5218055101616
100,100,1,0.2,pls,0.2437998101511133,50.856067359996906
100,100,10,0.2,linreg,-1.8794632222139112,193.65001167059677
100,100,10,0.2,pcr,0.018963061162481032,65.97681581399233
100,100,10,0.2,pls,0.8631896940717603,9.200783373538561
100,100,25,0.2,linreg,-1.8794632222139112,193.65001167059677
100,100,25,0.2,pcr,0.1486219280957084,57.25698188761528
100,100,25,0.2,pls,0.8711421417714635,8.66596439131406
100,100,50,0.2,linreg,-1.8794632222139112,193.65001167059677
100,100,50,0.2,pcr,0.5290984226342907,31.66913029104757
100,100,50,0.2,pls,0.7313569126120596,18.066817664683164
1000,100,1,0.5,linreg,0.9829489100910039,1.10846497820397
1000,100,1,0.5,pcr,0.23982407271422013,49.41786109669431
1000,100,1,0.5,pls,0.25600015669349174,48.36627890041203
1000,100,10,0.5,linreg,0.9829489100910039,1.10846497820397
1000,100,10,0.5,pcr,0.3280842752257591,43.68020186344996
1000,100,10,0.5,pls,0.9829490649176422,1.108454913163716
1000,100,25,0.5,linreg,0.9829489100910039,1.10846497820397
1000,100,25,0.5,pcr,0.39437141902996464,39.37097718606638
1000,100,25,0.5,pls,0.9829489100910006,1.1084649782041835
1000,100,50,0.5,linreg,0.9829489100910039,1.10846497820397
1000,100,50,0.5,pcr,0.5812818187960642,27.22022123389022
1000,100,50,0.5,pls,0.9829489100910042,1.1084649782039542
500,100,1,0.5,linreg,0.9807560795091887,1.2506732110606689
500,100,1,0.5,pcr,0.23461853869356253,49.7425714451223
500,100,1,0.5,pls,0.2556255570955466,48.37731350965302
500,100,10,0.5,linreg,0.9807560795091887,1.2506732110606689
500,100,10,0.5,pcr,0.30540879965039003,45.14187258934741
500,100,10,0.5,pls,0.9807695861661362,1.2497954058326157
500,100,25,0.5,linreg,0.9807560795091887,1.2506732110606689
500,100,25,0.5,pcr,0.44171636601478315,36.28316722324378
500,100,25,0.5,pls,0.9807560795220561,1.2506732102244158
500,100,50,0.5,linreg,0.9807560795091887,1.2506732110606689
500,100,50,0.5,pcr,0.6021392814537468,25.85719176384791
500,100,50,0.5,pls,0.9807560795091887,1.2506732110606693
300,100,1,0.5,linreg,0.9781773130283385,1.4180386207761322
300,100,1,0.5,pcr,0.2347762868066522,49.7242516584232
300,100,1,0.5,pls,0.2586133618180324,48.17531806393186
300,100,10,0.5,linreg,0.9781773130283385,1.4180386207761322
300,100,10,0.5,pcr,0.29999212672105047,45.48652512158282
300,100,10,0.5,pls,0.9781808556950716,1.4178084182234132
300,100,25,0.5,linreg,0.9781773130283385,1.4180386207761322
300,100,25,0.5,pcr,0.4547941159438954,35.42748887292914
300,100,25,0.5,pls,0.9781773085911096,1.4180389091073546
300,100,50,0.5,linreg,0.9781773130283385,1.4180386207761322
300,100,50,0.5,pcr,0.665508239337798,21.735281066275483
300,100,50,0.5,pls,0.9781773130283384,1.418038620776142
200,100,1,0.5,linreg,0.9715995231208437,1.84537700118687
200,100,1,0.5,pcr,0.2243771653158081,50.397623491035354
200,100,1,0.5,pls,0.25915519871326975,48.13785217623442
200,100,10,0.5,linreg,0.9715995231208437,1.84537700118687
200,100,10,0.5,pcr,0.32902857628663273,43.59769165295235
200,100,10,0.5,pls,0.9717919890584176,1.8328711472808958
200,100,25,0.5,linreg,0.9715995231208437,1.84537700118687
200,100,25,0.5,pcr,0.505094661936748,32.15745047213692
200,100,25,0.5,pls,0.971604205367586,1.845072762969719
200,100,50,0.5,linreg,0.9715995231208437,1.84537700118687
200,100,50,0.5,pcr,0.6198126734549676,24.703421408526985
200,100,50,0.5,pls,0.9715995230446596,1.8453770061370818
100,100,1,0.5,linreg,-20.299111970373392,1384.0126766528617
100,100,1,0.5,pcr,0.16424239946400698,54.3073868694496
100,100,1,0.5,pls,0.24783196678334285,48.87575098872323
100,100,10,0.5,linreg,-20.299111970373392,1384.0126766528617
100,100,10,0.5,pcr,0.26065118118237907,48.042760615336974
100,100,10,0.5,pls,0.8878285973640732,7.288878682923478
100,100,25,0.5,linreg,-20.299111970373392,1384.0126766528617
100,100,25,0.5,pcr,0.44270959809350907,36.21263562013333
100,100,25,0.5,pls,0.8776132150024111,7.952672492968816
100,100,50,0.5,linreg,-20.299111970373392,1384.0126766528617
100,100,50,0.5,pcr,0.6119520070356202,25.21529264503824
100,100,50,0.5,pls,0.8556850329499573,9.377562036662582
1000,100,1,0.9,linreg,0.8976526476125162,1.11276028020978
1000,100,1,0.9,pcr,0.022484358388862757,10.62793080519074
1000,100,1,0.9,pls,0.024007968212716668,10.61136552572847
1000,100,10,0.9,linreg,0.8976526476125162,1.11276028020978
1000,100,10,0.9,pcr,0.09720048069058218,9.815588021042501
1000,100,10,0.9,pls,0.8976527488965108,1.1127591790107392
1000,100,25,0.9,linreg,0.8976526476125162,1.11276028020978
1000,100,25,0.9,pcr,0.19118710531357552,8.793728829653753
1000,100,25,0.9,pls,0.8976526476125143,1.1127602802098002
1000,100,50,0.9,linreg,0.8976526476125162,1.11276028020978
1000,100,50,0.9,pcr,0.4357287246972318,6.134977092939674
1000,100,50,0.9,pls,0.8976526475691733,1.11276028068102
500,100,1,0.9,linreg,0.8843281864543144,1.2574046937266006
500,100,1,0.9,pcr,0.02188925580344392,10.632504177445234
500,100,1,0.9,pls,0.02372516760066734,10.612546989602018
500,100,10,0.9,linreg,0.8843281864543144,1.2574046937266006
500,100,10,0.9,pcr,0.1265691853222224,9.494586212115719
500,100,10,0.9,pls,0.8843430809195502,1.2572427841833518
500,100,25,0.9,linreg,0.8843281864543144,1.2574046937266006
500,100,25,0.9,pcr,0.22738381427120358,8.39868580430645
500,100,25,0.9,pls,0.8843281863967434,1.2574046943524244
500,100,50,0.9,linreg,0.8843281864543144,1.2574046937266006
500,100,50,0.9,pcr,0.4058826215549711,6.458323401199812
500,100,50,0.9,pls,0.8843281864543147,1.2574046937265988
300,100,1,0.9,linreg,0.8701702106770156,1.4116461018693789
300,100,1,0.9,pcr,0.023065164247208614,10.622263656609693
300,100,1,0.9,pls,0.02483297601481993,10.603042146634204
300,100,10,0.9,linreg,0.8701702106770156,1.4116461018693789
300,100,10,0.9,pcr,0.08069973511764472,9.99559994771494
300,100,10,0.9,pls,0.8699343681293422,1.4142104302474363
300,100,25,0.9,linreg,0.8701702106770156,1.4116461018693789
300,100,25,0.9,pcr,0.18443561573524714,8.867674282415406
300,100,25,0.9,pls,0.8701701643161721,1.4116466059532597
300,100,50,0.9,linreg,0.8701702106770156,1.4116461018693789
300,100,50,0.9,pcr,0.3801017227893555,6.740186448296355
300,100,50,0.9,pls,0.8701702106770159,1.4116461018693762
200,100,1,0.9,linreg,0.844513788643981,1.690409870607435
200,100,1,0.9,pcr,0.02333733612501465,10.618048975981537
200,100,1,0.9,pls,0.024959689200876545,10.600411131254793
200,100,10,0.9,linreg,0.844513788643981,1.690409870607435
200,100,10,0.9,pcr,0.10823115636846581,9.695103137623455
200,100,10,0.9,pls,0.8447689799195842,1.6876354905038204
200,100,25,0.9,linreg,0.844513788643981,1.690409870607435
200,100,25,0.9,pcr,0.17401841319377442,8.979879406028022
200,100,25,0.9,pls,0.8445131049044798,1.69041730406402
200,100,50,0.9,linreg,0.844513788643981,1.690409870607435
200,100,50,0.9,pcr,0.38685530016128356,6.665966349548439
200,100,50,0.9,pls,0.8445137886510518,1.6904098705305628
100,100,1,0.9,linreg,-1.749430359293041,29.88665668502342
100,100,1,0.9,pcr,0.016223105341788724,10.693779606357618
100,100,1,0.9,pls,0.017685272282150555,10.6778856662856
100,100,10,0.9,linreg,-1.749430359293041,29.88665668502342
100,100,10,0.9,pcr,0.06617686906415299,10.150775859618252
100,100,10,0.9,pls,0.6661489451605207,3.6290033047012695
100,100,25,0.9,linreg,-1.749430359293041,29.88665668502342
100,100,25,0.9,pcr,0.21321174348065974,8.55248812792186
100,100,25,0.9,pls,0.1860873068386848,8.847334194109118
100,100,50,0.9,linreg,-1.749430359293041,29.88665668502342
100,100,50,0.9,pcr,0.31016343557041426,7.498610939607243
100,100,50,0.9,pls,-1.4554006472224823,26.69051642631594
1000,100,1,0.99,linreg,0.9661315490391869,1.0936410437044708
1000,100,1,0.99,pcr,0.9373937766613363,2.0216081188275146
1000,100,1,0.99,pls,0.9374030575699935,2.021308430405325
1000,100,10,0.99,linreg,0.9661315490391869,1.0936410437044708
1000,100,10,0.99,pcr,0.9412913807716985,1.895751172132923
1000,100,10,0.99,pls,0.9661316013936779,1.0936393531334923
1000,100,25,0.99,linreg,0.9661315490391869,1.0936410437044708
1000,100,25,0.99,pcr,0.9452925026158931,1.7665515499022888
1000,100,25,0.99,pls,0.9661315490391869,1.0936410437044706
1000,100,50,0.99,linreg,0.9661315490391869,1.0936410437044708
1000,100,50,0.99,pcr,0.954144507539288,1.480712793518074
1000,100,50,0.99,pls,0.9661313293846778,1.0936481365351036
500,100,1,0.99,linreg,0.962212730438418,1.219771368560117
500,100,1,0.99,pcr,0.9374001971048529,2.020718832954236
500,100,1,0.99,pls,0.9374096427928404,2.0204139265691694
500,100,10,0.99,linreg,0.962212730438418,1.219771368560117
500,100,10,0.99,pcr,0.9419461346611675,1.8739761722965789
500,100,10,0.99,pls,0.9622093563288102,1.219880284667094
500,100,25,0.99,linreg,0.962212730438418,1.219771368560117
500,100,25,0.99,pcr,0.9438418698502766,1.8127819253219801
500,100,25,0.99,pls,0.9622127304409978,1.2197713684768419
500,100,50,0.99,linreg,0.962212730438418,1.219771368560117
500,100,50,0.99,pcr,0.955492816882044,1.4366898771045267
500,100,50,0.99,pls,0.9622127304384307,1.2197713685597054
300,100,1,0.99,linreg,0.9469071795470619,1.7146307752818442
300,100,1,0.99,pcr,0.9367212854295442,2.0435838687257903
300,100,1,0.99,pls,0.9367379792029797,2.0430447438979162
300,100,10,0.99,linreg,0.9469071795470619,1.7146307752818442
300,100,10,0.99,pcr,0.9385694384454291,1.9838978318674745
300,100,10,0.99,pls,0.9468522595740502,1.7164044138849577
300,100,25,0.99,linreg,0.9469071795470619,1.7146307752818442
300,100,25,0.99,pcr,0.9420462524424222,1.8716142457193359
300,100,25,0.99,pls,0.9469071839105069,1.7146306343645434
300,100,50,0.99,linreg,0.9469071795470619,1.7146307752818442
300,100,50,0.99,pcr,0.9508452959246427,1.5874494449242487
300,100,50,0.99,pls,0.9469071795470619,1.7146307752818435
200,100,1,0.99,linreg,0.930088138177084,2.257603377721908
200,100,1,0.99,pcr,0.9366453900946949,2.045855704411919
200,100,1,0.99,pls,0.9366673493112005,2.0451465943973597
200,100,10,0.99,linreg,0.930088138177084,2.257603377721908
200,100,10,0.99,pcr,0.9388012196726171,1.976239361633955
200,100,10,0.99,pls,0.9310588241966856,2.226257852378713
200,100,25,0.99,linreg,0.930088138177084,2.257603377721908
200,100,25,0.99,pcr,0.9405899812225245,1.9184764296834507
200,100,25,0.99,pls,0.9300883813083742,2.2575955264931196
200,100,50,0.99,linreg,0.930088138177084,2.257603377721908
200,100,50,0.99,pcr,0.9467790106476683,1.7186194473244865
200,100,50,0.99,pls,0.9300881381862721,2.257603377425205
100,100,1,0.99,linreg,-0.09935740917072078,35.50438328144312
100,100,1,0.99,pcr,0.9362454143261706,2.0589912132585892
100,100,1,0.99,pls,0.9362691142599686,2.0582258101910424
100,100,10,0.99,linreg,-0.09935740917072078,35.50438328144312
100,100,10,0.99,pcr,0.9368497780414996,2.039472937571864
100,100,10,0.99,pls,0.8771512864563,3.9674702466215037
100,100,25,0.99,linreg,-0.09935740917072078,35.50438328144312
100,100,25,0.99,pcr,0.9389058430811715,1.973071128104682
100,100,25,0.99,pls,0.7304177322418868,8.706315235174193
100,100,50,0.99,linreg,-0.09935740917072078,35.50438328144312
100,100,50,0.99,pcr,0.941370160980317,1.893484556450447
100,100,50,0.99,pls,0.6026548459475694,12.832491532615652
500,50,5,0.01,linreg,0.9855555692259139,1.0964216214319518
500,50,5,0.01,pcr,0.07875963154909771,69.92784099997999
500,50,5,0.01,pls,0.9854498799153477,1.1044440936962774
500,50,12,0.01,linreg,0.9855555692259139,1.0964216214319518
500,50,12,0.01,pcr,0.23282243208870113,58.23352170059816
500,50,12,0.01,pls,0.9855555654235154,1.0964219100575128
500,50,25,0.01,linreg,0.9855555692259139,1.0964216214319518
500,50,25,0.01,pcr,0.5339892080063753,35.373100965605026
500,50,25,0.01,pls,0.9855555692259139,1.0964216214319509
250,50,5,0.01,linreg,0.9845014555771731,1.1762390329479553
250,50,5,0.01,pcr,0.10690968521144839,67.77976431482612
250,50,5,0.01,pls,0.984333047685914,1.189020099979232
250,50,12,0.01,linreg,0.9845014555771731,1.1762390329479553
250,50,12,0.01,pcr,0.2429509226355251,57.45511645221399
250,50,12,0.01,pls,0.9845014014639989,1.176243139787021
250,50,25,0.01,linreg,0.9845014555771731,1.1762390329479553
250,50,25,0.01,pcr,0.588320212388762,31.243826649350517
250,50,25,0.01,pls,0.9845014555775691,1.1762390329179002
150,50,5,0.01,linreg,0.9823659610283896,1.3383058208559964
150,50,5,0.01,pcr,0.1526581562271242,64.30758849981903
150,50,5,0.01,pls,0.9813989945318466,1.4116921218038168
150,50,12,0.01,linreg,0.9823659610283896,1.3383058208559964
150,50,12,0.01,pcr,0.2773431866412328,54.844827175232375
150,50,12,0.01,pls,0.9823673934965764,1.3381971060847695
150,50,25,0.01,linreg,0.9823659610283896,1.3383058208559964
150,50,25,0.01,pcr,0.5699002941402139,32.64169603046069
150,50,25,0.01,pls,0.9823659609793637,1.3383058245767385
100,50,5,0.01,linreg,0.9748366220920478,1.9096433652467002
100,50,5,0.01,pcr,0.1883067120579316,61.59922994456178
100,50,5,0.01,pls,0.9742219188192928,1.9562930650885146
100,50,12,0.01,linreg,0.9748366220920478,1.9096433652467002
100,50,12,0.01,pcr,0.2645857879390412,55.81042719731706
100,50,12,0.01,pls,0.9751145636319608,1.8885504412536323
100,50,25,0.01,linreg,0.9748366220920478,1.9096433652467002
100,50,25,0.01,pcr,0.6028383633793396,30.140511622785077
100,50,25,0.01,pls,0.9748366999017706,1.9096374602834918
50,50,5,0.01,linreg,-0.4996672405720832,113.82359230786386
50,50,5,0.01,pcr,0.20361748113111855,60.44482182211422
50,50,5,0.01,pls,0.7992788675067154,15.234579868379942
50,50,12,0.01,linreg,-0.4996672405720832,113.82359230786386
50,50,12,0.01,pcr,0.31878039496215627,51.70404506960661
50,50,12,0.01,pls,0.8932053489039489,8.105632034997576
50,50,25,0.01,linreg,-0.4996672405720832,113.82359230786386
50,50,25,0.01,pcr,0.5027559512708897,37.74044157853524
50,50,25,0.01,pls,0.7330361984145009,20.262347599880602
500,50,5,0.1,linreg,0.9813020838836177,1.1105256158252423
500,50,5,0.1,pcr,0.1615131594361594,49.80026165390064
500,50,5,0.1,pls,0.9813606676023254,1.107046152130452
500,50,12,0.1,linreg,0.9813020838836177,1.1105256158252423
500,50,12,0.1,pcr,0.2992172339572923,41.621601464852006
500,50,12,0.1,pls,0.981302077013926,1.1105260238369483
500,50,25,0.1,linreg,0.9813020838836177,1.1105256158252423
500,50,25,0.1,pcr,0.5138409511289096,28.874451771850328
500,50,25,0.1,pls,0.9813020838836177,1.1105256158252474
250,50,5,0.1,linreg,0.9778934836882571,1.3127922030651782
250,50,5,0.1,pcr,0.1757259243479019,48.94939412638373
250,50,5,0.1,pls,0.9775703996662038,1.3319784999518223
250,50,12,0.1,linreg,0.9778934836882571,1.3127922030651782
250,50,12,0.1,pcr,0.3520173584506756,38.48035337416156
250,50,12,0.1,pls,0.9778949491408575,1.3127051773791503
250,50,25,0.1,linreg,0.9778934836882571,1.3127922030651782
250,50,25,0.1,pcr,0.5258526468017475,28.157170474300916
250,50,25,0.1,pls,0.9778934836822821,1.3127922034200075
150,50,5,0.1,linreg,0.9733158343719104,1.5849088795711976
150,50,5,0.1,pcr,0.17675114902230704,48.89695380386318
150,50,5,0.1,pls,0.9688582500327194,1.8496675795091266
150,50,12,0.1,linreg,0.9733158343719104,1.5849088795711976
150,50,12,0.1,pcr,0.3033657286526338,41.376667266290596
150,50,12,0.1,pls,0.973364287730141,1.5820309871620768
150,50,25,0.1,linreg,0.9733158343719104,1.5849088795711976
150,50,25,0.1,pcr,0.39970025428889067,35.65486778347448
150,50,25,0.1,pls,0.9733158371225408,1.58490871619721
100,50,5,0.1,linreg,0.9573233818279789,2.534639505590561
100,50,5,0.1,pcr,0.13171827118774304,51.56878089447242
100,50,5,0.1,pls,0.9507332867485507,2.9260368573345077
100,50,12,0.1,linreg,0.9573233818279789,2.534639505590561
100,50,12,0.1,pcr,0.27666881112577535,42.95991307362701
100,50,12,0.1,pls,0.9574321038991376,2.528182310327862
100,50,25,0.1,linreg,0.9573233818279789,2.534639505590561
100,50,25,0.1,pcr,0.587766991602869,24.48324429972822
100,50,25,0.1,pls,0.9573237359324493,2.5346184747024894
50,50,5,0.1,linreg,-0.8258050782194304,108.42581944954668
50,50,5,0.1,pcr,0.08868848252186767,54.11842656979462
50,50,5,0.1,pls,0.861294193741733,8.237073543814077
50,50,12,0.1,linreg,-0.8258050782194304,108.42581944954668
50,50,12,0.1,pcr,0.13783758189234863,51.19969694305452
50,50,12,0.1,pls,0.9100426510193877,5.342136132211755
50,50,25,0.1,linreg,-0.8258050782194304,108.42581944954668
50,50,25,0.1,pcr,0.5671991058694006,25.70197233232087
50,50,25,0.1,pls,0.5621223096987538,26.00345894310274
500,50,5,0.2,linreg,0.97325877055298,1.1378690468373192
500,50,5,0.2,pcr,0.08646189052949593,38.87206233102376
500,50,5,0.2,pls,0.9730743560837241,1.1457160875566317
500,50,12,0.2,linreg,0.97325877055298,1.1378690468373192
500,50,12,0.2,pcr,0.3155375294654821,29.124639182579557
500,50,12,0.2,pls,0.9732587765043801,1.137868793598631
500,50,25,0.2,linreg,0.97325877055298,1.1378690468373192
500,50,25,0.2,pcr,0.5981097679966414,17.1008762379043
500,50,25,0.2,pls,0.9732587705529798,1.1378690468373267
250,50,5,0.2,linreg,0.970425945474671,1.2592823922112553
250,50,5,0.2,pcr,0.029156132974102134,41.339160522779046
250,50,5,0.2,pls,0.9698855037885687,1.2822947491656445
250,50,12,0.2,linreg,0.970425945474671,1.2592823922112553
250,50,12,0.2,pcr,0.13502437216213903,36.83122234373354
250,50,12,0.2,pls,0.9704230054088786,1.2594075821165165
250,50,25,0.2,linreg,0.970425945474671,1.2592823922112553
250,50,25,0.2,pcr,0.5114774366235835,20.80160708877246
250,50,25,0.2,pls,0.9704259454777887,1.2592823920784961
150,50,5,0.2,linreg,0.9659763790066656,1.4485102753017494
150,50,5,0.2,pcr,0.01578705029755534,41.90155336518511
150,50,5,0.2,pls,0.9640561039328914,1.5302634248654792
150,50,12,0.2,linreg,0.9659763790066656,1.4485102753017494
150,50,12,0.2,pcr,0.22140333048700422,33.14771453415388
150,50,12,0.2,pls,0.9659613274627986,1.4491510747026903
150,50,25,0.2,linreg,0.9659763790066656,1.4485102753017494
150,50,25,0.2,pcr,0.580229202506642,17.8711817169566
150,50,25,0.2,pls,0.9659763837455205,1.4485100735513203
100,50,5,0.2,linreg,0.9586183942057672,1.7617554166378717
100,50,5,0.2,pcr,0.08020293675936918,39.158882969148266
100,50,5,0.2,pls,0.9427656814404641,2.4366592065379105
100,50,12,0.2,linreg,0.9586183942057672,1.7617554166378717
100,50,12,0.2,pcr,0.21708688510499707,33.33126867482096
100,50,12,0.2,pls,0.9595686517860569,1.7212997260684693
100,50,25,0.2,linreg,0.9586183942057672,1.7617554166378717
100,50,25,0.2,pcr,0.4692966882176418,22.593841302565664
100,50,25,0.2,pls,0.9586181263601304,1.7617668197357574
50,50,5,0.2,linreg,-5.5452857259333435,278.7063169186815
50,50,5,0.2,pcr,0.03963574965286898,40.893491028835385
50,50,5,0.2,pls,0.7040342860936983,12.602584136274814
50,50,12,0.2,linreg,-5.5452857259333435,278.7063169186815
50,50,12,0.2,pcr,0.12795683756820964,37.13267047036763
50,50,12,0.2,pls,0.7764453203952837,9.519233230063712
50,50,25,0.2,linreg,-5.5452857259333435,278.7063169186815
50,50,25,0.2,pcr,0.3229469750764554,28.829750577188943
50,50,25,0.2,pls,0.6264542639840298,15.906036901214623
500,50,5,0.5,linreg,0.9576320841306046,1.0998930300785095
500,50,5,0.5,pcr,0.01962105598010444,25.451144934465287
500,50,5,0.5,pls,0.9577034437634723,1.0980404970659823
500,50,12,0.5,linreg,0.9576320841306046,1.0998930300785095
500,50,12,0.5,pcr,0.10948458080145063,23.118241307249495
500,50,12,0.5,pls,0.9576320610157484,1.0998936301521463
500,50,25,0.5,linreg,0.9576320841306046,1.0998930300785095
500,50,25,0.5,pcr,0.4667370011568379,13.843783523230668
500,50,25,0.5,pls,0.9576320841306051,1.0998930300784981
250,50,5,0.5,linreg,0.9528030510898556,1.2250435855483452
250,50,5,0.5,pcr,-0.005131891200611305,26.089194415716328
250,50,5,0.5,pls,0.9516680807083646,1.2545028666616231
250,50,12,0.5,linreg,0.9528030510898556,1.2250435855483452
250,50,12,0.5,pcr,0.06331247693174968,24.312653006077948
250,50,12,0.5,pls,0.9528032813844167,1.225037608024769
250,50,25,0.5,linreg,0.9528030510898556,1.2250435855483452
250,50,25,0.5,pcr,0.4803427286245493,13.488219507452584
250,50,25,0.5,pls,0.9528030510935065,1.2250435854535855
150,50,5,0.5,linreg,0.9422606344581457,1.4988786149378786
150,50,5,0.5,pcr,-0.014969608003407409,26.34799024844519
150,50,5,0.5,pls,0.9360479630708896,1.6601557643593514
150,50,12,0.5,linreg,0.9422606344581457,1.4988786149378786
150,50,12,0.5,pcr,0.045895337259038715,24.76797349562662
150,50,12,0.5,pls,0.9423218042306463,1.4972906850563965
150,50,25,0.5,linreg,0.9422606344581457,1.4988786149378786
150,50,25,0.5,pcr,0.37690354344953414,16.17520291403377
150,50,25,0.5,pls,0.9422606325593342,1.4988786642298624
100,50,5,0.5,linreg,0.9275509903581541,1.8806569502929353
100,50,5,0.5,pcr,0.011225828121926629,25.666948765833578
100,50,5,0.5,pls,0.8812271280782272,3.083148109134644
