M,N,n,rho,model,R2,MSE
500,100,1,0.1,pcr,-0.0003226319419578072,2231.0160587391965
500,100,1,0.1,pls,0.8280795501951532,383.43357642090655
500,100,10,0.1,linreg,0.9994096784635571,1.316592052972919
500,100,10,0.1,pcr,0.14816527949066094,1899.8439904918814
500,100,10,0.1,pls,0.9994102423299501,1.3153344637335027
500,100,25,0.1,linreg,0.9994096784635571,1.316592052972919
500,100,25,0.1,pcr,0.4365200184097211,1256.7274272955992
500,100,25,0.1,pls,0.9994096784615405,1.3165920574705352
500,100,50,0.1,linreg,0.9994096784635571,1.316592052972919
500,100,50,0.1,pcr,0.6946757423902092,680.9636212345451
500,100,50,0.1,pls,0.9994096784635571,1.3165920529729156
300,100,1,0.1,linreg,0.9992815345904997,1.6029916282155254
300,100,1,0.1,pcr,-0.004086096410951923,2240.249266382715
300,100,1,0.1,pls,0.7598455294070214,535.816478773604
300,100,10,0.1,linreg,0.9992815345904997,1.6029916282155254
300,100,10,0.1,pcr,0.17228954407279995,1846.7318174170741
300,100,10,0.1,pls,0.9993136216971888,1.5314010370524376
300,100,25,0.1,linreg,0.9992815345904997,1.6029916282155254
300,100,25,0.1,pcr,0.320107039579401,1516.9313779419506
300,100,25,0.1,pls,0.9992815365073232,1.6029873515279593
300,100,50,0.1,linreg,0.9992815345904997,1.6029916282155254
300,100,50,0.1,pcr,0.6151201953045872,858.7178960015492
300,100,50,0.1,pls,0.9992815345904997,1.602991628215597
200,100,1,0.1,linreg,0.9990592481134712,2.0993243398274197
200,100,1,0.1,pcr,-0.0011600085535312665,2234.12740820913
200,100,1,0.1,pls,0.6449419141660915,792.3258962509692
200,100,10,0.1,linreg,0.9990592481134712,2.0993243398274197
200,100,10,0.1,pcr,0.1374751680098466,1924.7576320934734
200,100,10,0.1,pls,0.9985707545840079,3.189416606381041
200,100,25,0.1,linreg,0.9990592481134712,2.0993243398274197
200,100,25,0.1,pcr,0.2502664773424095,1673.0594485516174
200,100,25,0.1,pls,0.9990594320344892,2.0989139129388943
200,100,50,0.1,linreg,0.9990592481134712,2.0993243398274197
200,100,50,0.1,pcr,0.6332352206319121,818.4498371403006
200,100,50,0.1,pls,0.999059248113354,2.0993243400891117
100,100,1,0.1,linreg,0.9492811905108689,113.21090854308994
100,100,1,0.1,pcr,-0.010141613050788756,2254.7660507522164
100,100,1,0.1,pls,0.3377841984170402,1478.1508734912895
100,100,10,0.1,linreg,0.9492811905108689,113.21090854308994
100,100,10,0.1,pcr,0.1367412014387338,1926.9047100539794
100,100,10,0.1,pls,0.9096099161166277,201.7622973172433
100,100,25,0.1,linreg,0.9492811905108689,113.21090854308994
100,100,25,0.1,pcr,0.24709022996573626,1680.59148026363
100,100,25,0.1,pls,0.9759155235068134,53.759650375126725
100,100,50,0.1,linreg,0.9492811905108689,113.21090854308994
100,100,50,0.1,pcr,0.5180250117349177,1075.8301873830096
100,100,50,0.1,pls,0.9849099543660641,33.68292342391558
1000,100,1,0.2,linreg,0.9995027308180012,1.109046022599761
1000,100,1,0.2,pcr,0.007857286255054108,2212.7490911609957
1000,100,1,0.2,pls,0.10758618236346484,1990.326428403725
1000,100,10,0.2,linreg,0.9995027308180012,1.109046022599761
1000,100,10,0.2,pcr,0.10024906926562616,2006.6901935295168
1000,100,10,0.2,pls,0.999502781502615,1.1089329820751475
1000,100,25,0.2,linreg,0.9995027308180012,1.109046022599761
1000,100,25,0.2,pcr,0.2983769734815557,1564.8108812956782
1000,100,25,0.2,pls,0.9995027308180011,1.109046022599883
1000,100,50,0.2,linreg,0.9995027308180012,1.109046022599761
1000,100,50,0.2,pcr,0.5448030522308259,1015.2134552030117
1000,100,50,0.2,pls,0.9995027308180012,1.1090460225997951
500,100,1,0.2,linreg,0.9994200492051635,1.2936187739337492
500,100,1,0.2,pcr,0.00828884064784563,2212.0776201698745
500,100,1,0.2,pls,0.11624819587261048,1971.2671066160285
500,100,10,0.2,linreg,0.9994200492051635,1.2936187739337492
500,100,10,0.2,pcr,0.08586546622382074,2039.0378034181747
500,100,10,0.2,pls,0.9994199612240421,1.2938150216697126
500,100,25,0.2,linreg,0.9994200492051635,1.2936187739337492
500,100,25,0.2,pcr,0.1574687743543245,1879.321868035249
500,100,25,0.2,pls,0.9994200491991424,1.2936187873640996
500,100,50,0.2,linreg,0.9994200492051635,1.2936187739337492
500,100,50,0.2,pcr,0.4835414421388776,1151.9951215796664
500,100,50,0.2,pls,0.9994200492051635,1.2936187739337246
300,100,1,0.2,linreg,0.9992786018925675,1.6091395795388945
300,100,1,0.2,pcr,0.009437737405431745,2209.5330252686467
300,100,1,0.2,pls,0.12650690398849695,1948.4003336916098
300,100,10,0.2,linreg,0.9992786018925675,1.6091395795388945
300,100,10,0.2,pcr,0.06808693698504031,2078.7110181418147
300,100,10,0.2,pls,0.9992807213539904,1.6044119413211912
300,100,25,0.2,linreg,0.9992786018925675,1.6091395795388945
300,100,25,0.2,pcr,0.16988396772137326,1851.6441190888725
300,100,25,0.2,pls,0.9992786067911208,1.6091286529008437
300,100,50,0.2,linreg,0.9992786018925675,1.6091395795388945
300,100,50,0.2,pcr,0.5592005092699666,983.2405988680861
300,100,50,0.2,pls,0.9992786018925673,1.6091395795390182
200,100,1,0.2,linreg,0.9990370383210428,2.1479481545503476
200,100,1,0.2,pcr,0.008829329399250962,2210.87013043643
200,100,1,0.2,pls,0.10196242401470212,2003.130754012376
200,100,10,0.2,linreg,0.9990370383210428,2.1479481545503476
200,100,10,0.2,pcr,0.10864590994498557,1988.2228074308857
200,100,10,0.2,pls,0.9985147789605979,3.312881353843595
200,100,25,0.2,linreg,0.9990370383210428,2.1479481545503476
200,100,25,0.2,pcr,0.22861074524587077,1720.6335022422054
200,100,25,0.2,pls,0.9990374390259478,2.1470543564067155
200,100,50,0.2,linreg,0.9990370383210428,2.1479481545503476
200,100,50,0.2,pcr,0.48775097848355164,1142.6044924529344
200,100,50,0.2,pls,0.9990370383198806,2.1479481571428285
100,100,1,0.2,linreg,0.9765597019756648,52.27634743488875
100,100,1,0.2,pcr,-0.0017199862428576296,2234.027143295623
100,100,1,0.2,pls,0.03442642230910031,2153.4137394035797
100,100,10,0.2,linreg,0.9765597019756648,52.27634743488875
100,100,10,0.2,pcr,0.09146866344927296,2026.198632615579
100,100,10,0.2,pls,0.9198954346727463,178.64850028019328
100,100,25,0.2,linreg,0.9765597019756648,52.27634743488875
100,100,25,0.2,pcr,0.2806691272735423,1604.2454146380906
100,100,25,0.2,pls,0.9533060547974396,104.13642778690462
100,100,50,0.2,linreg,0.9765597019756648,52.27634743488875
100,100,50,0.2,pcr,0.5888529441522494,916.9365643736604
100,100,50,0.2,pls,0.9789382233647698,46.971789856777846
1000,100,1,0.5,linreg,0.9991844155743875,1.1303232417889628
1000,100,1,0.5,pcr,0.02616497004591578,1349.643683054343
1000,100,1,0.5,pls,0.051651920114619165,1314.3211693816024
1000,100,10,0.5,linreg,0.9991844155743875,1.1303232417889628
1000,100,10,0.5,pcr,0.08380896605613342,1269.7545306946583
1000,100,10,0.5,pls,0.9991844694184249,1.1302486190215932
1000,100,25,0.5,linreg,0.9991844155743875,1.1303232417889628
1000,100,25,0.5,pcr,0.2619807981702792,1022.8251429497815
1000,100,25,0.5,pls,0.9991844155743879,1.130323241788562
1000,100,50,0.5,linreg,0.9991844155743875,1.1303232417889628
1000,100,50,0.5,pcr,0.46621479152434464,739.7760529942954
1000,100,50,0.5,pls,0.9991844155743642,1.1303232418212967
500,100,1,0.5,linreg,0.9990464420789088,1.3214778789712223
500,100,1,0.5,pcr,0.02313324871195721,1353.7801679130248
500,100,1,0.5,pls,0.05705926429517061,1306.764168021224
500,100,10,0.5,linreg,0.9990464420789088,1.3214778789712223
500,100,10,0.5,pcr,0.07316817421089383,1284.4398103318574
500,100,10,0.5,pls,0.9990486138570861,1.318468143793222
500,100,25,0.5,linreg,0.9990464420789088,1.3214778789712223
500,100,25,0.5,pcr,0.258416040919051,1027.7160680537756
500,100,25,0.5,pls,0.9990464420795234,1.321477878119411
500,100,50,0.5,linreg,0.9990464420789088,1.3214778789712223
500,100,50,0.5,pcr,0.43511049241730826,782.8459832615484
500,100,50,0.5,pls,0.9990464420789088,1.3214778789712274
300,100,1,0.5,linreg,0.9988160476117232,1.6405334750794376
300,100,1,0.5,pcr,0.023310373166018805,1353.3416068496015
300,100,1,0.5,pls,0.04556279197481505,1322.5077335293665
300,100,10,0.5,linreg,0.9988160476117232,1.6405334750794376
300,100,10,0.5,pcr,0.0696743774908638,1289.0977218025523
300,100,10,0.5,pls,0.998736957638224,1.7501238187057933
300,100,25,0.5,linreg,0.9988160476117232,1.6405334750794376
300,100,25,0.5,pcr,0.20585168506359164,1100.4048032094336
300,100,25,0.5,pls,0.998816044087137,1.640538358892111
300,100,50,0.5,linreg,0.9988160476117232,1.6405334750794376
300,100,50,0.5,pcr,0.5216608934629136,662.8064814800593
300,100,50,0.5,pls,0.9988160476117232,1.6405334750794196
200,100,1,0.5,linreg,0.9984719365319761,2.11757347047173
200,100,1,0.5,pcr,0.01908130658236662,1359.3462872043538
200,100,1,0.5,pls,0.0310178851532682,1342.8047085076068
200,100,10,0.5,linreg,0.9984719365319761,2.11757347047173
200,100,10,0.5,pcr,0.07396863604812609,1283.2840324787462
200,100,10,0.5,pls,0.997610330320813,3.3115778380467873
200,100,25,0.5,linreg,0.9984719365319761,2.11757347047173
200,100,25,0.5,pcr,0.1728403237536894,1146.2687400859406
200,100,25,0.5,pls,0.9984734099818299,2.115531579944406
200,100,50,0.5,linreg,0.9984719365319761,2.11757347047173
200,100,50,0.5,pcr,0.47043881733563575,733.8600358346578
200,100,50,0.5,pls,0.998471936528256,2.117573475626899
100,100,1,0.5,linreg,0.8024168832501629,273.8259276517447
100,100,1,0.5,pcr,0.020977120469614086,1356.8054426386675
100,100,1,0.5,pls,0.048559801924934365,1318.579234545248
100,100,10,0.5,linreg,0.8024168832501629,273.8259276517447
100,100,10,0.5,pcr,0.09389485514490636,1255.7504199820205
100,100,10,0.5,pls,0.9315589863127758,94.85083731145959
100,100,25,0.5,linreg,0.8024168832501629,273.8259276517447
100,100,25,0.5,pcr,0.17700587866263728,1140.5687511877034
100,100,25,0.5,pls,0.9760006661891524,33.26012845571056
100,100,50,0.5,linreg,0.8024168832501629,273.8259276517447
100,100,50,0.5,pcr,0.340946498387908,913.367191588299
100,100,50,0.5,pls,0.9824527622084307,24.318315982866814
1000,100,1,0.9,linreg,0.9997171327389144,1.1289567517820454
1000,100,1,0.9,pcr,0.9468029132477098,212.31587577024268
1000,100,1,0.9,pls,0.9468543500640266,212.11058534232927
1000,100,10,0.9,linreg,0.9997171327389144,1.1289567517820454
1000,100,10,0.9,pcr,0.9539643759731963,183.7336295762415
1000,100,10,0.9,pls,0.9997171360135124,1.1289436824732504
1000,100,25,0.9,linreg,0.9997171327389144,1.1289567517820454
1000,100,25,0.9,pcr,0.960789384659805,156.4942113129009
1000,100,25,0.9,pls,0.9997171327389144,1.1289567517819636
1000,100,50,0.9,linreg,0.9997171327389144,1.1289567517820454
1000,100,50,0.9,pcr,0.9753180177812005,98.50871524095938
1000,100,50,0.9,pls,0.999717132731798,1.1289567801841507
500,100,1,0.9,linreg,0.9996887558150367,1.2426469041821506
500,100,1,0.9,pcr,0.9465899523023931,213.24038690545615
500,100,1,0.9,pls,0.9466176416157891,213.1298369217688
500,100,10,0.9,linreg,0.9996887558150367,1.2426469041821506
500,100,10,0.9,pcr,0.9512629475436691,194.58338590634048
500,100,10,0.9,pls,0.9996886782651907,1.2429565230622694
500,100,25,0.9,linreg,0.9996887558150367,1.2426469041821506
500,100,25,0.9,pcr,0.9591549837111887,163.07431751228376
500,100,25,0.9,pls,0.9996887558153527,1.2426469029203975
500,100,50,0.9,linreg,0.9996887558150367,1.2426469041821506
500,100,50,0.9,pcr,0.9702829348244384,118.64581195675166
500,100,50,0.9,pls,0.9996887558150367,1.242646904182252
300,100,1,0.9,linreg,0.9996137308144007,1.5424095146335857
300,100,1,0.9,pcr,0.9465689795379232,213.3551352521989
300,100,1,0.9,pls,0.9465724336605759,213.3413426126538
300,100,10,0.9,linreg,0.9996137308144007,1.5424095146335857
300,100,10,0.9,pcr,0.9555473834721236,177.5035163019332
300,100,10,0.9,pls,0.9996116566751638,1.5506917494401056
300,100,25,0.9,linreg,0.9996137308144007,1.5424095146335857
300,100,25,0.9,pcr,0.9615542615441915,153.51748211381317
300,100,25,0.9,pls,0.9996137309406677,1.5424090104375132
300,100,50,0.9,linreg,0.9996137308144007,1.5424095146335857
300,100,50,0.9,pcr,0.9772659115956579,90.77937243939574
300,100,50,0.9,pls,0.9996137308144007,1.542409514633559
200,100,1,0.9,linreg,0.9994380669522238,2.244109616510027
200,100,1,0.9,pcr,0.9460026003795167,215.64149721112244
200,100,1,0.9,pls,0.945940604362984,215.8890816118564
200,100,10,0.9,linreg,0.9994380669522238,2.244109616510027
200,100,10,0.9,pcr,0.9524506572951007,189.8908377876709
200,100,10,0.9,pls,0.9994174064442702,2.3266184576682485
200,100,25,0.9,linreg,0.9994380669522238,2.244109616510027
200,100,25,0.9,pcr,0.9606379613215837,157.1944022036929
200,100,25,0.9,pls,0.9994379688264499,2.2445014870255102
200,100,50,0.9,linreg,0.9994380669522238,2.244109616510027
200,100,50,0.9,pcr,0.975590213367227,97.48178566173911
200,100,50,0.9,pls,0.999438066952373,2.2441096159142164
100,100,1,0.9,linreg,0.9864244065101087,54.228447083344086
100,100,1,0.9,pcr,0.9472598761909766,210.67329507739436
100,100,1,0.9,pls,0.9473555123125027,210.29127138470676
100,100,10,0.9,linreg,0.9864244065101087,54.228447083344086
100,100,10,0.9,pcr,0.9536818233025492,185.02047780857535
100,100,10,0.9,pls,0.9948435320659754,20.59779181701539
100,100,25,0.9,linreg,0.9864244065101087,54.228447083344086
100,100,25,0.9,pcr,0.9609438110920562,156.01207233028788
100,100,25,0.9,pls,0.9961980992484426,15.186899480709549
100,100,50,0.9,linreg,0.9864244065101087,54.228447083344086
100,100,50,0.9,pcr,0.9754917774953011,97.89942872055727
100,100,50,0.9,pls,0.99245638157399,30.133394384299375
1000,100,1,0.99,linreg,0.9987488538571226,1.097635895210888
1000,100,1,0.99,pcr,0.9695226004993986,26.73795373545139
1000,100,1,0.99,pls,0.9695281382933616,26.73309540497689
1000,100,10,0.99,linreg,0.9987488538571226,1.097635895210888
1000,100,10,0.99,pcr,0.972456820274371,24.163750100022874
1000,100,10,0.99,pls,0.9987488582103654,1.097632076092261
1000,100,25,0.99,linreg,0.9987488538571226,1.097635895210888
1000,100,25,0.99,pcr,0.9766762996747106,20.461982664394196
1000,100,25,0.99,pls,0.9987488538571228,1.0976358952108582
1000,100,50,0.99,linreg,0.9987488538571226,1.097635895210888
1000,100,50,0.99,pcr,0.9850416315215675,13.123041036564455
1000,100,50,0.99,pls,0.9987488538571913,1.097635895150769
500,100,1,0.99,linreg,0.9985419906951247,1.2790764874413365
500,100,1,0.99,pcr,0.9695127886796535,26.745697052219292
500,100,1,0.99,pls,0.9695189167387505,26.740321053397906
500,100,10,0.99,linreg,0.9985419906951247,1.2790764874413365
500,100,10,0.99,pcr,0.9727655024032451,23.89216955392965
500,100,10,0.99,pls,0.9985426082582212,1.2785347141937382
500,100,25,0.99,linreg,0.9985419906951247,1.2790764874413365
500,100,25,0.99,pcr,0.9746694483628093,22.221883567348854
500,100,25,0.99,pls,0.9985419906951198,1.2790764874456229
500,100,50,0.99,linreg,0.9985419906951247,1.2790764874413365
500,100,50,0.99,pcr,0.9843786553663394,13.704229840181075
500,100,50,0.99,pls,0.9985419906951247,1.2790764874413065
300,100,1,0.99,linreg,0.9983822289744786,1.41945734692803
300,100,1,0.99,pcr,0.9694526208164885,26.802743483093252
300,100,1,0.99,pls,0.9694602560588289,26.796044203241827
300,100,10,0.99,linreg,0.9983822289744786,1.41945734692803
300,100,10,0.99,pcr,0.9711571402784946,25.307171714803964
300,100,10,0.99,pls,0.9983767299093115,1.424282311851668
300,100,25,0.99,linreg,0.9983822289744786,1.41945734692803
300,100,25,0.99,pcr,0.9766572116752981,20.481323909608463
300,100,25,0.99,pls,0.9983822286772132,1.4194576077532925
300,100,50,0.99,linreg,0.9983822289744786,1.41945734692803
300,100,50,0.99,pcr,0.9833920465289315,14.572075528642007
300,100,50,0.99,pls,0.9983822289744785,1.4194573469281409
200,100,1,0.99,linreg,0.9979663458211987,1.784330392303738
200,100,1,0.99,pcr,0.969427661694933,26.824202939792062
200,100,1,0.99,pls,0.9694355803247071,26.817255125400287
200,100,10,0.99,linreg,0.9979663458211987,1.784330392303738
200,100,10,0.99,pcr,0.972290720808367,24.312151754140864
200,100,10,0.99,pls,0.9979398514972804,1.8075765409772633
200,100,25,0.99,linreg,0.9979663458211987,1.784330392303738
200,100,25,0.99,pcr,0.9761671023862429,20.911010334095046
200,100,25,0.99,pls,0.9979663345781831,1.7843402569378832
200,100,50,0.99,linreg,0.9979663458211987,1.784330392303738
200,100,50,0.99,pcr,0.9850784141327413,13.092215698154213
200,100,50,0.99,pls,0.9979663458210493,1.784330392434819
100,100,1,0.99,linreg,0.8364448041503736,143.48714721065187
100,100,1,0.99,pcr,0.9692400986328381,26.98569417331763
100,100,1,0.99,pls,0.9692389025404539,26.986743506438028
100,100,10,0.99,linreg,0.8364448041503736,143.48714721065187
100,100,10,0.99,pcr,0.971875173856425,24.673939878054682
100,100,10,0.99,pls,0.9917656808455257,7.223976948942873
100,100,25,0.99,linreg,0.8364448041503736,143.48714721065187
100,100,25,0.99,pcr,0.9768650807677637,20.296289239471545
100,100,25,0.99,pls,0.9801499901352868,17.414434758830023
100,100,50,0.99,linreg,0.8364448041503736,143.48714721065187
100,100,50,0.99,pcr,0.9846869806057357,13.434128195380037
100,100,50,0.99,pls,0.9668296819779678,29.100355267388686
500,50,5,0.01,linreg,0.9987082498746803,1.1054946404012884
500,50,5,0.01,pcr,0.13096925464984122,743.7265245790097
500,50,5,0.01,pls,0.9987112940926037,1.1028893636278092
500,50,12,0.01,linreg,0.9987082498746803,1.1054946404012884
500,50,12,0.01,pcr,0.22232109644939235,665.546565838774
500,50,12,0.01,pls,0.9987082475846518,1.105496600233989
500,50,25,0.01,linreg,0.9987082498746803,1.1054946404012884
500,50,25,0.01,pcr,0.4822210534593502,443.1211881412729
500,50,25,0.01,pls,0.9987082498746803,1.105494640401281
250,50,5,0.01,linreg,0.9985020385952484,1.2823186919126581
250,50,5,0.01,pcr,0.13046152905503494,744.3619248753674
250,50,5,0.01,pls,0.9983730821697819,1.392710878449253
250,50,12,0.01,linreg,0.9985020385952484,1.2823186919126581
250,50,12,0.01,pcr,0.18834689109239933,694.8095922897661
250,50,12,0.01,pls,0.9985023789500949,1.2820273336840693
250,50,25,0.01,linreg,0.9985020385952484,1.2823186919126581
250,50,25,0.01,pcr,0.3788141944365806,531.7614773639015
250,50,25,0.01,pls,0.998502038595291,1.2823186918762717
150,50,5,0.01,linreg,0.9982506409546041,1.4972452521052892
150,50,5,0.01,pcr,0.1423472265524559,734.0497346036209
150,50,5,0.01,pls,0.9951716947112366,4.1324605079456855
150,50,12,0.01,linreg,0.9982506409546041,1.4972452521052892
150,50,12,0.01,pcr,0.2405092916060213,650.0345713213206
150,50,12,0.01,pls,0.9982442225915196,1.5027386147628925
150,50,25,0.01,linreg,0.9982506409546041,1.4972452521052892
150,50,25,0.01,pcr,0.3692530108825761,539.8451148272255
150,50,25,0.01,pls,0.9982506411000905,1.4972451275860696
100,50,5,0.01,linreg,0.9977234561339723,1.9483506503023347
100,50,5,0.01,pcr,0.08110646731325122,786.4231560328988
100,50,5,0.01,pls,0.9785369991794647,18.368831907946518
100,50,12,0.01,linreg,0.9977234561339723,1.9483506503023347
100,50,12,0.01,pcr,0.24970282329072035,642.1321433670748
100,50,12,0.01,pls,0.9974887115898494,2.1492537350273264
100,50,25,0.01,linreg,0.9977234561339723,1.9483506503023347
100,50,25,0.01,pcr,0.574235260151491,364.3852508790425
100,50,25,0.01,pls,0.9977235708934469,1.948252434888956
50,50,5,0.01,linreg,0.7781424813565596,189.88158092538683
50,50,5,0.01,pcr,0.09418308546457022,775.2631004467821
50,50,5,0.01,pls,0.7672022886967333,199.24498267340113
50,50,12,0.01,linreg,0.7781424813565596,189.88158092538683
50,50,12,0.01,pcr,0.25468187173136614,637.8967246787188
50,50,12,0.01,pls,0.8443718991211232,133.1976937810686
50,50,25,0.01,linreg,0.7781424813565596,189.88158092538683
50,50,25,0.01,pcr,0.500488849540571,427.517478420601
50,50,25,0.01,pls,0.9471483450416115,45.23423798925006
500,50,5,0.1,linreg,0.9993139307798049,1.112664588077605
500,50,5,0.1,pcr,0.18927370782726982,1314.8329780302206
500,50,5,0.1,pls,0.999256532710591,1.205752569812331
500,50,12,0.1,linreg,0.9993139307798049,1.112664588077605
500,50,12,0.1,pcr,0.3287821673422344,1088.5786613077669
500,50,12,0.1,pls,0.9993139300094758,1.112665837394542
500,50,25,0.1,linreg,0.9993139307798049,1.112664588077605
500,50,25,0.1,pcr,0.5394579114001998,746.9054990669031
500,50,25,0.1,pls,0.9993139307798049,1.112664588077539
250,50,5,0.1,linreg,0.9992208362662449,1.2636934621426088
250,50,5,0.1,pcr,0.18551361893319196,1320.9818041683789
250,50,5,0.1,pls,0.9984377199773261,2.5337974101727005
250,50,12,0.1,linreg,0.9992208362662449,1.2636934621426088
250,50,12,0.1,pcr,0.43907750069772733,909.737022436689
250,50,12,0.1,pls,0.9992209511516467,1.2635071342569988
250,50,25,0.1,linreg,0.9992208362662449,1.2636934621426088
250,50,25,0.1,pcr,0.5389535444536858,747.752194278925
250,50,25,0.1,pls,0.9992208362662028,1.2636934622108573
150,50,5,0.1,linreg,0.9990163599364048,1.5951113366433962
150,50,5,0.1,pcr,0.1909080500706588,1312.056909315045
150,50,5,0.1,pls,0.9918952508936763,13.142995754865314
150,50,12,0.1,linreg,0.9990163599364048,1.5951113366433962
150,50,12,0.1,pcr,0.4296967783513863,924.8272491575776
150,50,12,0.1,pls,0.999020543720134,1.5883267402207666
150,50,25,0.1,linreg,0.9990163599364048,1.5951113366433962
150,50,25,0.1,pcr,0.5543038979801296,722.7591995706093
150,50,25,0.1,pls,0.9990163564491984,1.5951169916412316
100,50,5,0.1,linreg,0.9988555301972668,1.8557746780375275
100,50,5,0.1,pcr,0.2849660198488233,1159.4381530486212
100,50,5,0.1,pls,0.9779789806996999,35.707407835904256
100,50,12,0.1,linreg,0.9988555301972668,1.8557746780375275
100,50,12,0.1,pcr,0.4101334341344376,956.477343255356
100,50,12,0.1,pls,0.998685339559449,2.1317413093516935
100,50,25,0.1,linreg,0.9988555301972668,1.8557746780375275
100,50,25,0.1,pcr,0.6970143015308379,491.2957822773113
100,50,25,0.1,pls,0.9988553523769361,1.8560630163284533
50,50,5,0.1,linreg,0.9183081022107014,132.4652256087553
50,50,5,0.1,pcr,0.33329096059440744,1081.0835065681074
50,50,5,0.1,pls,0.862151258135441,223.52479480974804
50,50,12,0.1,linreg,0.9183081022107014,132.4652256087553
50,50,12,0.1,pcr,0.38494722525425307,997.321726790133
50,50,12,0.1,pls,0.9245649197279688,122.31965711975613
50,50,25,0.1,linreg,0.9183081022107014,132.4652256087553
50,50,25,0.1,pcr,0.7177682653858919,457.6450224725423
50,50,25,0.1,pls,0.9668535285572039,53.74773920822454
500,50,5,0.2,linreg,0.9990060999037329,1.1205908124169424
500,50,5,0.2,pcr,0.36280571018170826,718.4163373931958
500,50,5,0.2,pls,0.9989759147908189,1.154623569160025
500,50,12,0.2,linreg,0.9990060999037329,1.1205908124169424
500,50,12,0.2,pcr,0.44117007132755914,630.0630074651854
500,50,12,0.2,pls,0.999006099770939,1.1205909621379384
500,50,25,0.2,linreg,0.9990060999037329,1.1205908124169424
500,50,25,0.2,pcr,0.5699162628693897,484.90576287157637
500,50,25,0.2,pls,0.9990060999037329,1.1205908124169681
250,50,5,0.2,linreg,0.9989281625368127,1.2086480241833255
250,50,5,0.2,pcr,0.35588621274570653,726.3292085341944
250,50,5,0.2,pls,0.9981362150150513,2.1016806343584795
250,50,12,0.2,linreg,0.9989281625368127,1.2086480241833255
250,50,12,0.2,pcr,0.44420408227433683,626.7383450198399
250,50,12,0.2,pls,0.9989278813710644,1.208965078249652
250,50,25,0.2,linreg,0.9989281625368127,1.2086480241833255
250,50,25,0.2,pcr,0.6732887812875121,368.41301273527677
250,50,25,0.2,pls,0.9989281625362575,1.2086480248094158
150,50,5,0.2,linreg,0.9986950959745075,1.4715093010157965
150,50,5,0.2,pcr,0.35504920591066624,727.2957042505788
150,50,5,0.2,pls,0.9911265433059445,10.006386525273722
150,50,12,0.2,linreg,0.9986950959745075,1.4715093010157965
150,50,12,0.2,pcr,0.45828707752766784,610.8768065127493
150,50,12,0.2,pls,0.9986768961484493,1.4920328129356852
150,50,25,0.2,linreg,0.9986950959745075,1.4715093010157965
150,50,25,0.2,pcr,0.61613711613603,432.8730641377179
150,50,25,0.2,pls,0.9986950960471241,1.4715092191277102
100,50,5,0.2,linreg,0.9984394166764481,1.759873091148981
100,50,5,0.2,pcr,0.37454792756996724,705.3236155104861
100,50,5,0.2,pls,0.9621749331672621,42.655407298817366
100,50,12,0.2,linreg,0.9984394166764481,1.759873091148981
100,50,12,0.2,pcr,0.4370700064294242,634.8173358861317
100,50,12,0.2,pls,0.9984173823130479,1.7847212890269752
100,50,25,0.2,linreg,0.9984394166764481,1.759873091148981
100,50,25,0.2,pcr,0.6203027838731371,428.1853479793599
100,50,25,0.2,pls,0.9984397050961359,1.7595478396614759
50,50,5,0.2,linreg,0.9542983117417255,51.531259807042176
50,50,5,0.2,pcr,0.31900372439967617,767.8621368923874
50,50,5,0.2,pls,0.8675578193069592,149.3361117019267
50,50,12,0.2,linreg,0.9542983117417255,51.531259807042176
50,50,12,0.2,pcr,0.4034577574247561,672.6353983751302
50,50,12,0.2,pls,0.9627474059144294,42.00442428868605
50,50,25,0.2,linreg,0.9542983117417255,51.531259807042176
50,50,25,0.2,pcr,0.6301487651039445,417.0283593830546
50,50,25,0.2,pls,0.9863954068577194,15.339954616600673
500,50,5,0.5,linreg,0.9979604184328623,1.0711641899762347
500,50,5,0.5,pcr,0.21277468276155254,413.4414542939438
500,50,5,0.5,pls,0.9978810565296999,1.1128441257462056
500,50,12,0.5,linreg,0.9979604184328623,1.0711641899762347
500,50,12,0.5,pcr,0.275223942684682,380.64383933311984
500,50,12,0.5,pls,0.9979604365720954,1.0711546634649347
500,50,25,0.5,linreg,0.9979604184328623,1.0711641899762347
500,50,25,0.5,pcr,0.5237437858892687,250.1241480256245
500,50,25,0.5,pls,0.9979604184328621,1.0711641899763735
250,50,5,0.5,linreg,0.9976864039096247,1.2153000958276
250,50,5,0.5,pcr,0.17221776574815173,434.82258324850926
250,50,5,0.5,pls,0.9967625245882531,1.700601152683141
250,50,12,0.5,linreg,0.9976864039096247,1.2153000958276
250,50,12,0.5,pcr,0.311901756619831,361.44851065297973
250,50,12,0.5,pls,0.9976859377529562,1.215544961492016
250,50,25,0.5,linreg,0.9976864039096247,1.2153000958276
250,50,25,0.5,pcr,0.4590456674500806,284.15584505920305
250,50,25,0.5,pls,0.997686403909205,1.2153000960480151
150,50,5,0.5,linreg,0.9971283377264157,1.5085474013299354
150,50,5,0.5,pcr,0.16533164480433038,438.4696591187802
150,50,5,0.5,pls,0.9895631842197792,5.482689057219796
150,50,12,0.5,linreg,0.9971283377264157,1.5085474013299354
150,50,12,0.5,pcr,0.24670745465908106,395.72115501482074
150,50,12,0.5,pls,0.9971619602183426,1.4908847662460547
150,50,25,0.5,linreg,0.9971283377264157,1.5085474013299354
150,50,25,0.5,pcr,0.569522475956366,226.13931874949316
