M,N,n,rho,model,R2,MSE
150,50,25,0.5,pls,0.9971283373020222,1.5085476242731812
100,50,5,0.5,linreg,0.9966395107980708,1.7651124134761371
100,50,5,0.5,pcr,0.19607799717544805,422.2637304823232
100,50,5,0.5,pls,0.973198370094866,14.077679410422103
100,50,12,0.5,linreg,0.9966395107980708,1.7651124134761371
100,50,12,0.5,pcr,0.2876037872969608,374.18938815027644
100,50,12,0.5,pls,0.9968023124581095,1.6796000925604815
100,50,25,0.5,linreg,0.9966395107980708,1.7651124134761371
100,50,25,0.5,pcr,0.5243715114934264,249.82605174980642
100,50,25,0.5,pls,0.9966392932522065,1.7652266804421977
50,50,5,0.5,linreg,0.7625671144262912,124.72898058966842
50,50,5,0.5,pcr,0.14972328817784364,446.6700020448065
50,50,5,0.5,pls,0.7435465492219566,134.72092295453294
50,50,12,0.5,linreg,0.7625671144262912,124.72898058966842
50,50,12,0.5,pcr,0.3034199187771466,365.92961088796903
50,50,12,0.5,pls,0.8609274336239986,73.05803233681642
50,50,25,0.5,linreg,0.7625671144262912,124.72898058966842
50,50,25,0.5,pcr,0.5274475624448347,248.24271359462145
50,50,25,0.5,pls,0.8923256522943973,56.563822625185885
500,50,5,0.9,linreg,0.992738954531387,1.0981880410509617
500,50,5,0.9,pcr,0.0614204422150586,141.95433018424748
500,50,5,0.9,pls,0.9927980386570555,1.0892519339152096
500,50,12,0.9,linreg,0.992738954531387,1.0981880410509617
500,50,12,0.9,pcr,0.10935851515906181,134.7039943137865
500,50,12,0.9,pls,0.9927389531151944,1.0981882552412934
500,50,25,0.9,linreg,0.992738954531387,1.0981880410509617
500,50,25,0.9,pcr,0.3675649614705986,95.65187259284065
500,50,25,0.9,pls,0.9927389545313872,1.0981880410509448
250,50,5,0.9,linreg,0.9918797946518311,1.2279120670193313
250,50,5,0.9,pcr,0.049649970720511916,143.70896040302776
250,50,5,0.9,pls,0.9912866022079723,1.3176127739162544
250,50,12,0.9,linreg,0.9918797946518311,1.2279120670193313
250,50,12,0.9,pcr,0.1776930905388162,124.34668011794207
250,50,12,0.9,pls,0.9918796368204112,1.2279359337932265
250,50,25,0.9,linreg,0.9918797946518311,1.2279120670193313
250,50,25,0.9,pcr,0.47857368724603877,78.84845690957366
250,50,25,0.9,pls,0.991879794651555,1.2279120670610886
150,50,5,0.9,linreg,0.98862176482897,1.7204512202191526
150,50,5,0.9,pcr,0.08835533835061082,137.84564538922106
150,50,5,0.9,pls,0.9859340481278845,2.1268486455210307
150,50,12,0.9,linreg,0.98862176482897,1.7204512202191526
150,50,12,0.9,pcr,0.13817096508732785,130.31325090827556
150,50,12,0.9,pls,0.9885261700015678,1.734905679542459
150,50,25,0.9,linreg,0.98862176482897,1.7204512202191526
150,50,25,0.9,pcr,0.5532863167858798,67.54554549295287
150,50,25,0.9,pls,0.9886217653101884,1.7204511474562962
100,50,5,0.9,linreg,0.9875558905643201,1.8815803765172188
100,50,5,0.9,pcr,0.06756153537303011,140.9870209210435
100,50,5,0.9,pls,0.9456990279622225,8.210442373573553
100,50,12,0.9,linreg,0.9875558905643201,1.8815803765172188
100,50,12,0.9,pcr,0.14943606823934308,128.60738739451205
100,50,12,0.9,pls,0.9870380067778365,1.9598856963957236
100,50,25,0.9,linreg,0.9875558905643201,1.8815803765172188
100,50,25,0.9,pcr,0.49860998808790447,75.81142003545808
100,50,25,0.9,pls,0.9875540963082925,1.8818516725026369
50,50,5,0.9,linreg,0.29247012598618205,106.98674297720152
50,50,5,0.9,pcr,0.07478017401102555,139.90399466660588
50,50,5,0.9,pls,0.7307952817784685,40.706883277206266
50,50,12,0.9,linreg,0.29247012598618205,106.98674297720152
50,50,12,0.9,pcr,0.14850981402141072,128.75521588664637
50,50,12,0.9,pls,0.8789881198343368,18.2984032137403
50,50,25,0.9,linreg,0.29247012598618205,106.98674297720152
50,50,25,0.9,pcr,0.2831667432499926,108.39352261177535
50,50,25,0.9,pls,0.862326709772692,20.817802127302134
500,50,5,0.99,linreg,0.9989582624984656,1.141736692837465
500,50,5,0.99,pcr,0.9875022573432601,13.697434668352841
500,50,5,0.99,pls,0.9989527408548434,1.147788373917378
500,50,12,0.99,linreg,0.9989582624984656,1.141736692837465
500,50,12,0.99,pcr,0.9899051508988571,11.063880882138093
500,50,12,0.99,pls,0.9989582629267989,1.1417362233874073
500,50,25,0.99,linreg,0.9989582624984656,1.141736692837465
500,50,25,0.99,pcr,0.9928588533317579,7.826644589502809
500,50,25,0.99,pls,0.9989582624984656,1.1417366928374284
250,50,5,0.99,linreg,0.998752320337356,1.3669427247289223
250,50,5,0.99,pcr,0.9877596049364961,13.410428558566561
250,50,5,0.99,pls,0.9987668975662195,1.3509720893660337
250,50,12,0.99,linreg,0.998752320337356,1.3669427247289223
250,50,12,0.99,pcr,0.9890873964879578,11.955716218877612
250,50,12,0.99,pls,0.9987522504230733,1.3670193219700835
250,50,25,0.99,linreg,0.998752320337356,1.3669427247289223
250,50,25,0.99,pcr,0.9913012658682666,9.530227743334093
250,50,25,0.99,pls,0.9987523203372887,1.3669427248026687
150,50,5,0.99,linreg,0.9985924810807623,1.5422492735537556
150,50,5,0.99,pcr,0.9871812745764598,14.045757895067524
150,50,5,0.99,pls,0.998563983096257,1.5734751386559986
150,50,12,0.99,linreg,0.9985924810807623,1.5422492735537556
150,50,12,0.99,pcr,0.988285489412863,12.835845540772183
150,50,12,0.99,pls,0.9985912479073489,1.5436004886421906
150,50,25,0.99,linreg,0.9985924810807623,1.5422492735537556
150,50,25,0.99,pcr,0.9904071028338782,10.51114729863791
150,50,25,0.99,pls,0.9985924810385669,1.5422493197881777
100,50,5,0.99,linreg,0.9978933070906822,2.3080927787729566
100,50,5,0.99,pcr,0.9882289092036884,12.896407229113805
100,50,5,0.99,pls,0.997685720154123,2.5355250291597975
100,50,12,0.99,linreg,0.9978933070906822,2.3080927787729566
100,50,12,0.99,pcr,0.98924133002945,11.787198959277907
100,50,12,0.99,pls,0.9978860562562423,2.316036793079537
100,50,25,0.99,linreg,0.9978933070906822,2.3080927787729566
100,50,25,0.99,pcr,0.9917211408213633,9.070318223493832
100,50,25,0.99,pls,0.99789328366815,2.308118440499592
50,50,5,0.99,linreg,0.9631330563011863,40.39674973275499
50,50,5,0.99,pcr,0.986838562382894,14.421572503679075
50,50,5,0.99,pls,0.9944419317103025,6.090222599702447
50,50,12,0.99,linreg,0.9631330563011863,40.39674973275499
50,50,12,0.99,pcr,0.9881391059133531,12.996509120456556
50,50,12,0.99,pls,0.9939430702670183,6.636847268139997
50,50,25,0.99,linreg,0.9631330563011863,40.39674973275499
50,50,25,0.99,pcr,0.9935735523594689,7.041744472394174
50,50,25,0.99,pls,0.9861618861297886,15.163036766898657
100,10,1,0.01,linreg,0.993586930992194,1.1226693703344806
100,10,1,0.01,pcr,0.05799758511857611,164.9065769729325
100,10,1,0.01,pls,0.8775380538903875,21.43814073440775
100,10,2,0.01,linreg,0.993586930992194,1.1226693703344806
100,10,2,0.01,pcr,0.07047632058416109,162.7220543877761
100,10,2,0.01,pls,0.9855429992221482,2.5308369425684134
100,10,5,0.01,linreg,0.993586930992194,1.1226693703344806
100,10,5,0.01,pcr,0.42024338776879766,101.49196741975007
100,10,5,0.01,pls,0.9935607883991526,1.127245882521223
50,10,1,0.01,linreg,0.9923342472166679,1.3419396312775074
50,10,1,0.01,pcr,0.15293725744195608,148.28381459011132
50,10,1,0.01,pls,0.726693178039896,47.84412780493362
50,10,2,0.01,linreg,0.9923342472166679,1.3419396312775074
50,10,2,0.01,pcr,0.22274449223433967,136.06360640371142
50,10,2,0.01,pls,0.9476454401425918,9.165004499428608
50,10,5,0.01,linreg,0.9923342472166679,1.3419396312775074
50,10,5,0.01,pcr,0.37195655955835516,109.94306843876203
50,10,5,0.01,pls,0.9921198791304712,1.3794661519832003
30,10,1,0.01,linreg,0.9890141578522775,1.9233387519510399
30,10,1,0.01,pcr,-0.041654456481718505,182.36693694976674
30,10,1,0.01,pls,0.6991922926313349,52.66370230776045
30,10,2,0.01,linreg,0.9890141578522775,1.9233387519510399
30,10,2,0.01,pcr,-0.041325004870240045,182.30925843566388
30,10,2,0.01,pls,0.8706711685391507,22.64215614501299
30,10,5,0.01,linreg,0.9890141578522775,1.9233387519510399
30,10,5,0.01,pcr,0.008326685100338516,173.6165229916114
30,10,5,0.01,pls,0.9840950647740445,2.7845455865842133
20,10,1,0.01,linreg,0.9889253761811824,1.9387591943167963
20,10,1,0.01,pcr,-0.030201089794388514,180.35030963672867
20,10,1,0.01,pls,0.6692520010176666,57.901806374615205
20,10,2,0.01,linreg,0.9889253761811824,1.9387591943167963
20,10,2,0.01,pcr,0.012505753249546503,172.87391260814653
20,10,2,0.01,pls,0.8026265835947375,34.55282382767866
20,10,5,0.01,linreg,0.9889253761811824,1.9387591943167963
20,10,5,0.01,pcr,0.22497370296363228,135.67859132726528
20,10,5,0.01,pls,0.97610330781678,4.183431639931082
10,10,1,0.01,linreg,0.7871821620417341,37.25541432029117
10,10,1,0.01,pcr,-0.07970014268870873,189.00989007055645
10,10,1,0.01,pls,0.7412706180178328,45.292586444134265
10,10,2,0.01,linreg,0.7871821620417341,37.25541432029117
10,10,2,0.01,pcr,0.1150830976849444,154.9115720329849
10,10,2,0.01,pls,0.8287316269617943,29.981857999853407
10,10,5,0.01,linreg,0.7871821620417341,37.25541432029117
10,10,5,0.01,pcr,0.31372427501544975,120.13789218773786
10,10,5,0.01,pls,0.9451390236438542,9.603839714623534
100,10,1,0.1,linreg,0.9957518428353316,1.1460909692161625
100,10,1,0.1,pcr,0.44014829833007196,151.0398402207636
100,10,1,0.1,pls,0.759157722926677,64.97574078823868
100,10,2,0.1,linreg,0.9957518428353316,1.1460909692161625
100,10,2,0.1,pcr,0.4420983505905105,150.5137445047727
100,10,2,0.1,pls,0.984078966954731,4.29526297791746
100,10,5,0.1,linreg,0.9957518428353316,1.1460909692161625
100,10,5,0.1,pcr,0.6217984747727092,102.03326661541064
100,10,5,0.1,pls,0.995752482118161,1.145918500013818
50,10,1,0.1,linreg,0.995326447560549,1.260730077367969
50,10,1,0.1,pcr,0.48585862537863655,138.69395998060145
50,10,1,0.1,pls,0.6330936573716281,98.97607178298811
50,10,2,0.1,linreg,0.995326447560549,1.260730077367969
50,10,2,0.1,pcr,0.488068943442314,138.09770809308537
50,10,2,0.1,pls,0.9399648184830178,16.19499513898583
50,10,5,0.1,linreg,0.995326447560549,1.260730077367969
50,10,5,0.1,pcr,0.5712794435496532,115.65097584876389
50,10,5,0.1,pls,0.995394014270251,1.2425033891572974
30,10,1,0.1,linreg,0.9945791777545979,1.462235571049058
30,10,1,0.1,pcr,0.5334129420558102,125.8591708473398
30,10,1,0.1,pls,0.5350512156112462,125.41725599394292
30,10,2,0.1,linreg,0.9945791777545979,1.462235571049058
30,10,2,0.1,pcr,0.5339367587063887,125.71787432358215
30,10,2,0.1,pls,0.8669445835174215,35.8909320567736
30,10,5,0.1,linreg,0.9945791777545979,1.462235571049058
30,10,5,0.1,pcr,0.6240083691952134,101.42157630160824
30,10,5,0.1,pls,0.9942252151935471,1.5577149326951656
20,10,1,0.1,linreg,0.990728823694047,2.500909707356078
20,10,1,0.1,pcr,0.5302966585756597,126.70297785098373
20,10,1,0.1,pls,0.48831941555653513,138.0263839744512
20,10,2,0.1,linreg,0.990728823694047,2.500909707356078
20,10,2,0.1,pcr,0.5403942299604042,123.97914718878246
20,10,2,0.1,pls,0.7099166022115131,78.25030627518571
20,10,5,0.1,linreg,0.990728823694047,2.500909707356078
20,10,5,0.1,pcr,0.6378337101445999,97.69474337306428
20,10,5,0.1,pls,0.892000971661198,29.132853204841805
10,10,1,0.1,linreg,0.7516107666854698,67.0109305893311
10,10,1,0.1,pcr,0.4461705866765848,149.41317656691814
10,10,1,0.1,pls,0.381300269823578,166.91401684867148
10,10,2,0.1,linreg,0.7516107666854698,67.0109305893311
10,10,2,0.1,pcr,0.5401855121159307,124.04964708172687
10,10,2,0.1,pls,0.5806895362170484,113.12239266167862
10,10,5,0.1,linreg,0.7516107666854698,67.0109305893311
10,10,5,0.1,pcr,0.5574829498384788,119.38311068185328
10,10,5,0.1,pls,0.7129220747112819,77.44844117656093
100,10,1,0.2,linreg,0.9954548979458235,1.2108327488036488
100,10,1,0.2,pcr,-0.0028584351372771266,267.1653620103843
100,10,1,0.2,pls,0.917250466960502,22.044795333113477
100,10,2,0.2,linreg,0.9954548979458235,1.2108327488036488
100,10,2,0.2,pcr,0.061093472743510624,250.1283266506661
100,10,2,0.2,pls,0.9878331916167824,3.2412847639540905
100,10,5,0.2,linreg,0.9954548979458235,1.2108327488036488
100,10,5,0.2,pcr,0.22484882100694203,206.5032691479614
100,10,5,0.2,pls,0.9954808193785923,1.2039271789576362
50,10,1,0.2,linreg,0.9947049120807316,1.4105585011778028
50,10,1,0.2,pcr,-0.00460770739909111,267.6174529348204
50,10,1,0.2,pls,0.8018671753771048,52.78060428745686
50,10,2,0.2,linreg,0.9947049120807316,1.4105585011778028
50,10,2,0.2,pcr,0.09510824006518193,241.05412111800612
50,10,2,0.2,pls,0.9639295815681395,9.608798972903895
50,10,5,0.2,linreg,0.9947049120807316,1.4105585011778028
50,10,5,0.2,pcr,0.2720044642841106,193.9307349339401
50,10,5,0.2,pls,0.9947276868969445,1.4044915177562856
30,10,1,0.2,linreg,0.9939913591330474,1.6006624949058366
30,10,1,0.2,pcr,-0.017724948733245594,271.1152474641818
30,10,1,0.2,pls,0.6440868256262464,94.81293395254524
30,10,2,0.2,linreg,0.9939913591330474,1.6006624949058366
30,10,2,0.2,pcr,0.08130751683546311,244.73364854291378
30,10,2,0.2,pls,0.8603397841044228,37.20456498640375
30,10,5,0.2,linreg,0.9939913591330474,1.6006624949058366
30,10,5,0.2,pcr,0.42483266871514536,153.22080248568096
30,10,5,0.2,pls,0.9914211397890794,2.2853520609270217
20,10,1,0.2,linreg,0.9913032251595053,2.3166989314923527
20,10,1,0.2,pcr,-0.029286255257517047,274.1874328689906
20,10,1,0.2,pls,0.5846980799504315,110.63061101060237
20,10,2,0.2,linreg,0.9913032251595053,2.3166989314923527
20,10,2,0.2,pcr,0.007569265552531457,264.3696386583523
20,10,2,0.2,pls,0.7802903486582738,58.52757186858288
20,10,5,0.2,linreg,0.9913032251595053,2.3166989314923527
20,10,5,0.2,pcr,0.17862361896570222,218.80315624993014
20,10,5,0.2,pls,0.9409350294351625,15.734080358047233
10,10,1,0.2,linreg,0.8758559724760566,33.06835025161565
10,10,1,0.2,pcr,-0.3107416688863385,349.1433737137372
10,10,1,0.2,pls,0.5439730210580643,121.47229443582872
10,10,2,0.2,linreg,0.8758559724760566,33.06835025161565
10,10,2,0.2,pcr,-0.100659411070805,293.1835839304195
10,10,2,0.2,pls,0.7239290092175817,73.53726473666103
10,10,5,0.2,linreg,0.8758559724760566,33.06835025161565
10,10,5,0.2,pcr,0.38977894048131945,162.54510289013973
10,10,5,0.2,pls,0.8273362180125918,45.99259853581757
100,10,1,0.5,linreg,0.9990419928360817,1.1041393980223042
100,10,1,0.5,pcr,0.8960898113242458,119.76041254595687
100,10,1,0.5,pls,0.9144492051811943,98.60051850262234
100,10,2,0.5,linreg,0.9990419928360817,1.1041393980223042
100,10,2,0.5,pcr,0.8969380761716048,118.78275530788812
100,10,2,0.5,pls,0.9932480698811169,7.781854184118045
100,10,5,0.5,linreg,0.9990419928360817,1.1041393980223042
100,10,5,0.5,pcr,0.950371437016908,57.19879111628392
100,10,5,0.5,pls,0.9990436951011598,1.1021774733005643
50,10,1,0.5,linreg,0.9986512387458452,1.5544194576819992
50,10,1,0.5,pcr,0.8835309142148862,134.22821318829796
50,10,1,0.5,pls,0.9083703757534446,105.6012473595141
50,10,2,0.5,linreg,0.9986512387458452,1.5544194576819992
50,10,2,0.5,pcr,0.8866218070095788,130.6660231514187
50,10,2,0.5,pls,0.9921778753948307,9.014836872895708
50,10,5,0.5,linreg,0.9986512387458452,1.5544194576819992
50,10,5,0.5,pcr,0.9083616938355104,105.61125309042122
50,10,5,0.5,pls,0.9986511011299045,1.554578057208199
30,10,1,0.5,linreg,0.99860642805714,1.605891608099227
30,10,1,0.5,pcr,0.8917886517417812,124.69804444565005
30,10,1,0.5,pls,0.9052122135662481,109.22931647996569
30,10,2,0.5,linreg,0.99860642805714,1.605891608099227
30,10,2,0.5,pcr,0.8918556163107669,124.62087739308052
30,10,2,0.5,pls,0.969607470054303,35.02302772293955
30,10,5,0.5,linreg,0.99860642805714,1.605891608099227
30,10,5,0.5,pcr,0.9532508631891383,53.87166904090246
30,10,5,0.5,pls,0.9983999224802689,1.8438596402643594
20,10,1,0.5,linreg,0.9977705397610914,2.5691096260637667
20,10,1,0.5,pcr,0.8899708474672894,126.79165566003
20,10,1,0.5,pls,0.9006695150034291,114.46308873900342
20,10,2,0.5,linreg,0.9977705397610914,2.5691096260637667
20,10,2,0.5,pcr,0.8910364699443916,125.56368984306022
20,10,2,0.5,pls,0.9604647709144307,45.55826376257565
20,10,5,0.5,linreg,0.9977705397610914,2.5691096260637667
20,10,5,0.5,pcr,0.9570692718195185,49.471053619864286
20,10,5,0.5,pls,0.9900776126351152,11.43402355771028
10,10,1,0.5,linreg,0.9925414425022668,8.59470911829186
10,10,1,0.5,pcr,0.9201034300527325,92.0671025804557
10,10,1,0.5,pls,0.9008046740705546,114.3056110403189
10,10,2,0.5,linreg,0.9925414425022668,8.59470911829186
10,10,2,0.5,pcr,0.933967605302829,76.09101692638451
10,10,2,0.5,pls,0.9435804292291262,65.01388499075328
10,10,5,0.5,linreg,0.9925414425022668,8.59470911829186
10,10,5,0.5,pcr,0.9555225747848536,51.25260912327165
10,10,5,0.5,pls,0.9811954612544086,21.669007803603836
100,10,1,0.9,linreg,0.9973668569091482,1.0906037307200758
100,10,1,0.9,pcr,0.9605223712657451,16.35097208622724
100,10,1,0.9,pls,0.9601624656070736,16.500038977205584
100,10,2,0.9,linreg,0.9973668569091482,1.0906037307200758
100,10,2,0.9,pcr,0.9633922797821672,15.162304084966932
100,10,2,0.9,pls,0.9944029860422245,2.3181893625338517
100,10,5,0.9,linreg,0.9973668569091482,1.0906037307200758
100,10,5,0.9,pcr,0.9823254692853408,7.320494356384598
100,10,5,0.9,pls,0.997367817481585,1.090205877718163
50,10,1,0.9,linreg,0.9963623186641783,1.5065389677832168
50,10,1,0.9,pcr,0.9588919464106525,17.024824030685327
50,10,1,0.9,pls,0.9583563761737287,17.246629449418723
50,10,2,0.9,linreg,0.9963623186641783,1.5065389677832168
50,10,2,0.9,pcr,0.9697682380003286,12.520428072890768
50,10,2,0.9,pls,0.9894039333931287,4.388341301718842
50,10,5,0.9,linreg,0.9963623186641783,1.5065389677832168
50,10,5,0.9,pcr,0.9707001399569031,12.134482608699729
50,10,5,0.9,pls,0.996352374176373,1.5106574589346526
30,10,1,0.9,linreg,0.9957455628499532,1.7620838727881305
30,10,1,0.9,pcr,0.9576948569059186,17.521756169615717
30,10,1,0.9,pls,0.9547242528234664,18.752107767610315
30,10,2,0.9,linreg,0.9957455628499532,1.7620838727881305
30,10,2,0.9,pcr,0.9575675353244785,17.57448965642046
30,10,2,0.9,pls,0.9868651548948534,5.440131776560475
30,10,5,0.9,linreg,0.9957455628499532,1.7620838727881305
30,10,5,0.9,pcr,0.9721436829474416,11.537405607941835
30,10,5,0.9,pls,0.9953116367026703,1.941805476173409
20,10,1,0.9,linreg,0.9920222716166788,3.304249790901527
20,10,1,0.9,pcr,0.9609881789286436,16.1580835325522
20,10,1,0.9,pls,0.9596146683009881,16.72697006091787
20,10,2,0.9,linreg,0.9920222716166788,3.304249790901527
20,10,2,0.9,pcr,0.9633482108971634,15.180595360003517
20,10,2,0.9,pls,0.9863094606319128,5.670406370177593
20,10,5,0.9,linreg,0.9920222716166788,3.304249790901527
20,10,5,0.9,pcr,0.9698749060989327,12.477340721651702
20,10,5,0.9,pls,0.9929995855998548,2.899461689653842
10,10,1,0.9,linreg,0.9766105188359462,9.687107674868171
10,10,1,0.9,pcr,0.9586858856755066,17.110865826654212
10,10,1,0.9,pls,0.9559216492636116,18.255716179383388
10,10,2,0.9,linreg,0.9766105188359462,9.687107674868171
10,10,2,0.9,pcr,0.9638450462361199,14.974121385336666
10,10,2,0.9,pls,0.9851985649723595,6.130238368676512
10,10,5,0.9,linreg,0.9766105188359462,9.687107674868171
10,10,5,0.9,pcr,0.9880104361492005,4.965659356989
10,10,5,0.9,pls,0.9882564590777329,4.863765237044081
100,10,1,0.99,linreg,0.994265600006217,1.0865661007768217
100,10,1,0.99,pcr,0.980909347886368,3.617336678795477
100,10,1,0.99,pls,0.9809432930335242,3.610904681336991
100,10,2,0.99,linreg,0.994265600006217,1.0865661007768217
100,10,2,0.99,pcr,0.9809221098139729,3.6149185220691966
100,10,2,0.99,pls,0.9938223592540057,1.1705522852699854
100,10,5,0.99,linreg,0.994265600006217,1.0865661007768217
100,10,5,0.99,pcr,0.9817137883970958,3.464909608832434
100,10,5,0.99,pls,0.9942563281426349,1.0883229528747287
50,10,1,0.99,linreg,0.9942101525445223,1.097064182828301
50,10,1,0.99,pcr,0.980497748700957,3.695299668811664
50,10,1,0.99,pls,0.9805845479805999,3.678852883032963
50,10,2,0.99,linreg,0.9942101525445223,1.097064182828301
50,10,2,0.99,pcr,0.9806652562905144,3.6635602182875413
50,10,2,0.99,pls,0.9925420463711854,1.4131380604209511
50,10,5,0.99,linreg,0.9942101525445223,1.097064182828301
50,10,5,0.99,pcr,0.981247041684512,3.5533231312562408
50,10,5,0.99,pls,0.9942066566330175,1.097726590487177
30,10,1,0.99,linreg,0.994019089341437,1.1332625412892803
30,10,1,0.99,pcr,0.9805152887620449,3.6919617487010097
30,10,1,0.99,pls,0.9806075960710461,3.6744713661238038
30,10,2,0.99,linreg,0.994019089341437,1.1332625412892803
30,10,2,0.99,pcr,0.9805558375971367,3.6842785582094812
30,10,2,0.99,pls,0.9931982071319032,1.2888032460385714
30,10,5,0.99,linreg,0.994019089341437,1.1332625412892803
30,10,5,0.99,pcr,0.9870443930712648,2.4548275120917857
30,10,5,0.99,pls,0.9940281586152114,1.1315440959166523
20,10,1,0.99,linreg,0.9918269234608528,1.548656916792261
20,10,1,0.99,pcr,0.9793865491543495,3.90589309645749
20,10,1,0.99,pls,0.9794372460865535,3.8962869029584306
20,10,2,0.99,linreg,0.9918269234608528,1.548656916792261
20,10,2,0.99,pcr,0.9797067360771305,3.8452232018032415
20,10,2,0.99,pls,0.9877859122033081,2.3143587923169555
20,10,5,0.99,linreg,0.9918269234608528,1.548656916792261
20,10,5,0.99,pcr,0.9811060583571918,3.580075785471258
20,10,5,0.99,pls,0.9918779978339727,1.5389792047551671
10,10,1,0.99,linreg,-0.2904036331913178,244.54640501140113
10,10,1,0.99,pcr,0.9795456944811367,3.8763273389677986
10,10,1,0.99,pls,0.9793623723812587,3.911068996020831
10,10,2,0.99,linreg,-0.2904036331913178,244.54640501140113
10,10,2,0.99,pcr,0.9803328495394682,3.7271523562335687
10,10,2,0.99,pls,0.9881446622032274,2.246723555192209
10,10,5,0.99,linreg,-0.2904036331913178,244.54640501140113
10,10,5,0.99,pcr,0.9804735311186973,3.7004915707499433
10,10,5,0.99,pls,0.9799360284993703,3.802354530415946
50,5,1,0.01,linreg,0.9928492547293901,1.0686867613484914
50,5,1,0.01,pcr,-0.022744422276069765,152.850281049967
50,5,1,0.01,pls,0.9535282326597885,6.9452568443562095
50,5,2,0.01,linreg,0.9928492547293901,1.0686867613484914
50,5,2,0.01,pcr,-0.023532611870890507,152.96807685355682
50,5,2,0.01,pls,0.9873066352982864,1.897037343707876
25,5,1,0.01,linreg,0.9917393350697501,1.2344653094637041
25,5,1,0.01,pcr,-0.08319392041611451,161.87139043481667
25,5,1,0.01,pls,0.9837892414608908,2.422519158638415
25,5,2,0.01,linreg,0.9917393350697501,1.2344653094637041
25,5,2,0.01,pcr,0.5898348726923015,61.29465667575494
25,5,2,0.01,pls,0.9893930654445494,1.5850894400167128
15,5,1,0.01,linreg,0.9917939309944062,1.2263952920806016
15,5,1,0.01,pcr,-0.06666407371611816,159.4127221383636
15,5,1,0.01,pls,0.981553346118048,2.7568485544107597
15,5,2,0.01,linreg,0.9917939309944062,1.2263952920806016
15,5,2,0.01,pcr,0.022684793125060998,146.0595527253275
15,5,2,0.01,pls,0.985129942564435,2.2223269655073374
10,5,1,0.01,linreg,0.9919234227868144,1.207012562117575
10,5,1,0.01,pcr,-0.07495692465998749,160.64806632216104
10,5,1,0.01,pls,0.9394346814704728,9.051247621881991
10,5,2,0.01,linreg,0.9919234227868144,1.207012562117575
10,5,2,0.01,pcr,0.5603159924411552,65.70903818257531
10,5,2,0.01,pls,0.985397687541876,2.1822579178897104
5,5,1,0.01,linreg,0.9593600096386482,6.073544692801072
5,5,1,0.01,pcr,-0.06428576248505569,159.05483950389993
5,5,1,0.01,pls,0.34206870646932663,98.32618267181222
5,5,2,0.01,linreg,0.9593600096386482,6.073544692801072
5,5,2,0.01,pcr,0.2885682363710652,106.32169382568961
5,5,2,0.01,pls,0.850738664341008,22.306732481270107
50,5,1,0.1,linreg,0.9959148934306662,1.1396837312351604
50,5,1,0.1,pcr,0.3792987720259694,173.16637386893373
50,5,1,0.1,pls,0.7241809484954576,76.94939665079671
50,5,2,0.1,linreg,0.9959148934306662,1.1396837312351604
50,5,2,0.1,pcr,0.40340295663872294,166.4416663021678
50,5,2,0.1,pls,0.9702194345648361,8.30833305261255
25,5,1,0.1,linreg,0.995908603807212,1.1415661332129283
25,5,1,0.1,pcr,0.42438634816324194,160.60557809340185
25,5,1,0.1,pls,0.8672161241580227,37.04886267556972
25,5,2,0.1,linreg,0.995908603807212,1.1415661332129283
25,5,2,0.1,pcr,0.4231510529315946,160.95024556986226
25,5,2,0.1,pls,0.9828252109307138,4.792045703403869
15,5,1,0.1,linreg,0.9954874775878321,1.2590347990801543
15,5,1,0.1,pcr,0.33418811497683376,185.7675721731416
15,5,1,0.1,pls,0.8051713491746568,54.35896574951265
15,5,2,0.1,linreg,0.9954874775878321,1.2590347990801543
15,5,2,0.1,pcr,0.33506208496182777,185.52372659766215
15,5,2,0.1,pls,0.9855106886618853,4.042649658692534
10,5,1,0.1,linreg,0.9947448755146099,1.4661676249576874
10,5,1,0.1,pcr,0.3672473582935386,176.53652933543907
10,5,1,0.1,pls,0.8249618986186308,48.83522704227075
10,5,2,0.1,linreg,0.9947448755146099,1.4661676249576874
10,5,2,0.1,pcr,0.3634711180055382,177.59009167629694
10,5,2,0.1,pls,0.975864321777112,6.733798621740417
5,5,1,0.1,linreg,0.8616394391720543,38.60154763019971
5,5,1,0.1,pcr,0.4782118396787163,145.5749413198976
5,5,1,0.1,pls,-1.86535591524194,799.4125795516876
5,5,2,0.1,linreg,0.8616394391720543,38.60154763019971
5,5,2,0.1,pcr,0.5241179067051408,132.76749660999042
5,5,2,0.1,pls,-0.7134630162802318,478.0431926535513
50,5,1,0.2,linreg,0.983949210118099,1.074614874383863
50,5,1,0.2,pcr,0.17107411397008032,55.497336482737396
50,5,1,0.2,pls,0.9091578013560806,6.081967217985146
50,5,2,0.2,linreg,0.983949210118099,1.074614874383863
50,5,2,0.2,pcr,0.2622058736934364,49.3959828890477
50,5,2,0.2,pls,0.9805784486122315,1.3002904005640616
25,5,1,0.2,linreg,0.9839515232962024,1.0743810762904764
25,5,1,0.2,pcr,0.5011101216380709,33.39867417685063
25,5,1,0.2,pls,0.7942728738959475,13.7726050419175
25,5,2,0.2,linreg,0.9839515232962024,1.0743810762904764
25,5,2,0.2,pcr,0.5700682109432491,28.78220698348139
25,5,2,0.2,pls,0.9693454843033484,2.052196739615691
15,5,1,0.2,linreg,0.9749839911152176,1.6746772584791132
