K,n_K_ratio,n,N_K_ratio,M,rho,model,R2,MSE
200,0.2,40,1,200,0.9,pls,0.9916321958856882,16.209280785039955
200,0.5,100,1,200,0.9,linreg,0.5891661579414272,795.8266004977854
200,0.5,100,1,200,0.9,pcr,0.8362791831745623,317.14373974657315
200,0.5,100,1,200,0.9,pls,0.9906778539583125,18.057937380539197
200,0.8,160,1,200,0.9,linreg,0.5891661579414272,795.8266004977854
200,0.8,160,1,200,0.9,pcr,0.9413003197780191,113.70720271555916
200,0.8,160,1,200,0.9,pls,0.9873801973694313,24.44583088899146
200,0.01,2,10,2000,0.99,linreg,0.9998865277703329,1.1164797112520641
200,0.01,2,10,2000,0.99,pcr,0.9944882209845207,54.231678197780944
200,0.01,2,10,2000,0.99,pls,0.9993771916073659,6.127956914337144
200,0.1,20,10,2000,0.99,linreg,0.9998865277703329,1.1164797112520641
200,0.1,20,10,2000,0.99,pcr,0.9947908961997481,51.253586219753814
200,0.1,20,10,2000,0.99,pls,0.9998865277703302,1.1164797112791127
200,0.2,40,10,2000,0.99,linreg,0.9998865277703329,1.1164797112520641
200,0.2,40,10,2000,0.99,pcr,0.9953169390917213,46.07772761664173
200,0.2,40,10,2000,0.99,pls,0.9998865277703329,1.1164797112520677
200,0.5,100,10,2000,0.99,linreg,0.9998865277703329,1.1164797112520641
200,0.5,100,10,2000,0.99,pcr,0.9973535513705799,26.03902479301232
200,0.5,100,10,2000,0.99,pls,0.9998865374658952,1.1163843143555578
200,0.8,160,10,2000,0.99,linreg,0.9998865277703329,1.1164797112520641
200,0.8,160,10,2000,0.99,pcr,0.9988440023133609,11.37413063243798
200,0.8,160,10,2000,0.99,pls,0.9998844508741795,1.1369147765047973
200,0.01,2,5,1000,0.99,linreg,0.9998714168709488,1.2649507255725405
200,0.01,2,5,1000,0.99,pcr,0.9944600548154666,54.499822274638845
200,0.01,2,5,1000,0.99,pls,0.9990621971701007,9.225738857643588
200,0.1,20,5,1000,0.99,linreg,0.9998714168709488,1.2649507255725405
200,0.1,20,5,1000,0.99,pcr,0.9949624783511098,49.55717528318483
200,0.1,20,5,1000,0.99,pls,0.9998714168830226,1.2649506067951213
200,0.2,40,5,1000,0.99,linreg,0.9998714168709488,1.2649507255725405
200,0.2,40,5,1000,0.99,pcr,0.9954416981026448,44.84279807922548
200,0.2,40,5,1000,0.99,pls,0.9998714168709488,1.2649507255725443
200,0.5,100,5,1000,0.99,linreg,0.9998714168709488,1.2649507255725405
200,0.5,100,5,1000,0.99,pcr,0.9969233440513021,30.266942509174065
200,0.5,100,5,1000,0.99,pls,0.9998715627164547,1.2635159543088144
200,0.8,160,5,1000,0.99,linreg,0.9998714168709488,1.2649507255725405
200,0.8,160,5,1000,0.99,pcr,0.9989763370988547,10.070396786112006
200,0.8,160,5,1000,0.99,pls,0.9998689452902902,1.289265173124486
200,0.01,2,3,600,0.99,linreg,0.9998470264873749,1.5052987625288496
200,0.01,2,3,600,0.99,pcr,0.9944511913356147,54.60170635212737
200,0.01,2,3,600,0.99,pls,0.9984775937041378,14.980870046725126
200,0.1,20,3,600,0.99,linreg,0.9998470264873749,1.5052987625288496
200,0.1,20,3,600,0.99,pcr,0.9950805580000306,48.40857628101486
200,0.1,20,3,600,0.99,pls,0.9998470232336821,1.5053307797038875
200,0.2,40,3,600,0.99,linreg,0.9998470264873749,1.5052987625288496
200,0.2,40,3,600,0.99,pcr,0.995419418535127,45.07410134220139
200,0.2,40,3,600,0.99,pls,0.9998470264873721,1.5052987625567433
200,0.5,100,3,600,0.99,linreg,0.9998470264873749,1.5052987625288496
200,0.5,100,3,600,0.99,pcr,0.9972470483842846,27.089752920784743
200,0.5,100,3,600,0.99,pls,0.9998470766503156,1.5048051462726777
200,0.8,160,3,600,0.99,linreg,0.9998470264873749,1.5052987625288496
200,0.8,160,3,600,0.99,pcr,0.9989899064597354,9.939580585595259
200,0.8,160,3,600,0.99,pls,0.9998470296592195,1.505267550761313
200,0.01,2,2,400,0.99,linreg,0.9997736022784567,2.2277592637163273
200,0.01,2,2,400,0.99,pcr,0.9944441517665742,54.66968609686693
200,0.01,2,2,400,0.99,pls,0.9981539900203444,18.164784544020456
200,0.1,20,2,400,0.99,linreg,0.9997736022784567,2.2277592637163273
200,0.1,20,2,400,0.99,pcr,0.9952016551749574,47.21583354120007
200,0.1,20,2,400,0.99,pls,0.9997733693223687,2.2300515574704827
200,0.2,40,2,400,0.99,linreg,0.9997736022784567,2.2277592637163273
200,0.2,40,2,400,0.99,pcr,0.9958242202326901,41.08977774357073
200,0.2,40,2,400,0.99,pls,0.9997736022829504,2.2277592194981497
200,0.5,100,2,400,0.99,linreg,0.9997736022784567,2.2277592637163273
200,0.5,100,2,400,0.99,pcr,0.9975120504808643,24.481485728441275
200,0.5,100,2,400,0.99,pls,0.9997736022784568,2.227759263715225
200,0.8,160,2,400,0.99,linreg,0.9997736022784567,2.2277592637163273
200,0.8,160,2,400,0.99,pcr,0.9989358584799602,10.471179272538246
200,0.8,160,2,400,0.99,pls,0.9997734745294905,2.229016316751002
200,0.01,2,1,200,0.99,linreg,0.8864108521246911,1117.8012063261094
200,0.01,2,1,200,0.99,pcr,0.9944283392194384,54.82926193432055
200,0.01,2,1,200,0.99,pls,0.997160426179345,27.9435060615516
200,0.1,20,1,200,0.99,linreg,0.8864108521246911,1117.8012063261094
200,0.1,20,1,200,0.99,pcr,0.9951306627004515,47.9178795620426
200,0.1,20,1,200,0.99,pls,0.9990740856668124,9.111681687478203
200,0.2,40,1,200,0.99,linreg,0.8864108521246911,1117.8012063261094
200,0.2,40,1,200,0.99,pcr,0.9959164758047435,40.18489756195942
200,0.2,40,1,200,0.99,pls,0.9988199667164357,11.61240006238174
200,0.5,100,1,200,0.99,linreg,0.8864108521246911,1117.8012063261094
200,0.5,100,1,200,0.99,pcr,0.9971229606204474,28.31219486426534
200,0.5,100,1,200,0.99,pls,0.9971130712393791,28.40951368648301
200,0.8,160,1,200,0.99,linreg,0.8864108521246911,1117.8012063261094
200,0.8,160,1,200,0.99,pcr,0.9985536381130468,14.233270451109883
200,0.8,160,1,200,0.99,pls,0.9963290406676396,36.124954248191315
100,0.01,1,10,1000,0.01,linreg,0.9995208227292289,1.1263676316857427
100,0.01,1,10,1000,0.01,pcr,0.006687289591152279,2334.9089228424345
100,0.01,1,10,1000,0.01,pls,0.9037621847963984,226.2193275884505
100,0.1,10,10,1000,0.01,linreg,0.9995208227292289,1.1263676316857427
100,0.1,10,10,1000,0.01,pcr,0.04249623416016113,2250.735405967437
100,0.1,10,10,1000,0.01,pls,0.9995207910594842,1.1264420754825553
100,0.2,20,10,1000,0.01,linreg,0.9995208227292289,1.1263676316857427
100,0.2,20,10,1000,0.01,pcr,0.18090452829167258,1925.3889590966937
100,0.2,20,10,1000,0.01,pls,0.9995208227291895,1.1263676317783922
100,0.5,50,10,1000,0.01,linreg,0.9995208227292289,1.1263676316857427
100,0.5,50,10,1000,0.01,pcr,0.5040753265224165,1165.7345496806565
100,0.5,50,10,1000,0.01,pls,0.9995208227292276,1.12636763168897
100,0.8,80,10,1000,0.01,linreg,0.9995208227292289,1.1263676316857427
100,0.8,80,10,1000,0.01,pcr,0.7902468830118199,493.0516033043932
100,0.8,80,10,1000,0.01,pls,0.9995214430269803,1.1249095422650857
100,0.01,1,5,500,0.01,linreg,0.9994096984267143,1.3867948211551075
100,0.01,1,5,500,0.01,pcr,-0.0030585427075562333,2356.4843044543
100,0.01,1,5,500,0.01,pls,0.8421970614904271,370.7262656781861
100,0.1,10,5,500,0.01,linreg,0.9994096984267143,1.3867948211551075
100,0.1,10,5,500,0.01,pcr,0.07916927565738063,2163.3065833978067
100,0.1,10,5,500,0.01,pls,0.9994098108359742,1.3865307382075178
100,0.2,20,5,500,0.01,linreg,0.9994096984267143,1.3867948211551075
100,0.2,20,5,500,0.01,pcr,0.2145892617467675,1845.1645626263448
100,0.2,20,5,500,0.01,pls,0.9994096984379398,1.3867947947832342
100,0.5,50,5,500,0.01,linreg,0.9994096984267143,1.3867948211551075
100,0.5,50,5,500,0.01,pcr,0.5730255784764102,1003.0905275058718
100,0.5,50,5,500,0.01,pls,0.9994096984267143,1.3867948211551029
100,0.8,80,5,500,0.01,linreg,0.9994096984267143,1.3867948211551075
100,0.8,80,5,500,0.01,pcr,0.8259280563058712,408.9470212315027
100,0.8,80,5,500,0.01,pls,0.9994075462128977,1.3918510146501561
100,0.01,1,3,300,0.01,linreg,0.9992963766805902,1.6529217056139758
100,0.01,1,3,300,0.01,pcr,-0.004468352669342313,2359.6539468335955
100,0.01,1,3,300,0.01,pls,0.770742934805589,538.5608588741253
100,0.1,10,3,300,0.01,linreg,0.9992963766805902,1.6529217056139758
100,0.1,10,3,300,0.01,pcr,0.07634036083662754,2169.8215850113643
100,0.1,10,3,300,0.01,pls,0.9992609615330149,1.7361174504392818
100,0.2,20,3,300,0.01,linreg,0.9992963766805902,1.6529217056139758
100,0.2,20,3,300,0.01,pcr,0.2896888983761404,1668.6323565817763
100,0.2,20,3,300,0.01,pls,0.9992963898087537,1.6528908654956342
100,0.5,50,3,300,0.01,linreg,0.9992963766805902,1.6529217056139758
100,0.5,50,3,300,0.01,pcr,0.6123874567653951,910.5627519823196
100,0.5,50,3,300,0.01,pls,0.9992963766805901,1.6529217056140575
100,0.8,80,3,300,0.01,linreg,0.9992963766805902,1.6529217056139758
100,0.8,80,3,300,0.01,pcr,0.8007954003590169,467.96289651246747
100,0.8,80,3,300,0.01,pls,0.9992963767408678,1.6529215640124282
100,0.01,1,2,200,0.01,linreg,0.9991432557421368,2.0125715516645655
100,0.01,1,2,200,0.01,pcr,0.0024120727806781206,2343.4263657781626
100,0.01,1,2,200,0.01,pls,0.68146031054379,748.2792107350319
100,0.1,10,2,200,0.01,linreg,0.9991432557421368,2.0125715516645655
100,0.1,10,2,200,0.01,pcr,0.16800878329257762,1954.4243671459133
100,0.1,10,2,200,0.01,pls,0.9984618402613186,3.6132795797278403
100,0.2,20,2,200,0.01,linreg,0.9991432557421368,2.0125715516645655
100,0.2,20,2,200,0.01,pcr,0.31628458515201596,1606.1107859532715
100,0.2,20,2,200,0.01,pls,0.9991435546938425,2.0118692864405268
100,0.5,50,2,200,0.01,linreg,0.9991432557421368,2.0125715516645655
100,0.5,50,2,200,0.01,pcr,0.5347199631718819,1092.9858672332657
100,0.5,50,2,200,0.01,pls,0.9991432557386875,2.012571559767556
100,0.8,80,2,200,0.01,linreg,0.9991432557421368,2.0125715516645655
100,0.8,80,2,200,0.01,pcr,0.8358315256796306,385.6469396379816
100,0.8,80,2,200,0.01,pls,0.9991432557421368,2.0125715516645637
100,0.01,1,1,100,0.01,linreg,0.9756425471548454,57.21737235569192
100,0.01,1,1,100,0.01,pcr,0.00015654275963639108,2348.7027052463204
100,0.01,1,1,100,0.01,pls,0.5132446396998015,1143.4226260635382
100,0.1,10,1,100,0.01,linreg,0.9756425471548454,57.21737235569192
100,0.1,10,1,100,0.01,pcr,0.14957389443175007,1997.7108219252611
100,0.1,10,1,100,0.01,pls,0.9451202363117813,128.91643037157073
100,0.2,20,1,100,0.01,linreg,0.9756425471548454,57.21737235569192
100,0.2,20,1,100,0.01,pcr,0.35353519527580957,1518.5913601845236
100,0.2,20,1,100,0.01,pls,0.9729477118312333,63.54773034216171
100,0.5,50,1,100,0.01,linreg,0.9756425471548454,57.21737235569192
100,0.5,50,1,100,0.01,pcr,0.5391561442368518,1082.5546768236186
100,0.5,50,1,100,0.01,pls,0.9921536358667908,18.431662009251664
100,0.8,80,1,100,0.01,linreg,0.9756425471548454,57.21737235569192
100,0.8,80,1,100,0.01,pcr,0.8600983256297458,328.6388871002165
100,0.8,80,1,100,0.01,pls,0.9915716855706094,19.79870424477599
100,0.01,1,10,1000,0.1,linreg,0.999606547394151,1.1052512364664373
100,0.01,1,10,1000,0.1,pcr,0.15403584826962358,2376.405469951828
100,0.01,1,10,1000,0.1,pls,0.28297792768194474,2014.1931206511642
100,0.1,10,10,1000,0.1,linreg,0.999606547394151,1.1052512364664373
100,0.1,10,10,1000,0.1,pcr,0.20486347774868963,2233.625121078092
100,0.1,10,10,1000,0.1,pls,0.9996066155819633,1.1050596894727802
100,0.2,20,10,1000,0.1,linreg,0.999606547394151,1.1052512364664373
100,0.2,20,10,1000,0.1,pcr,0.2874879871905932,2001.5238721206704
100,0.2,20,10,1000,0.1,pls,0.9996065473941959,1.1052512363406284
100,0.5,50,10,1000,0.1,linreg,0.999606547394151,1.1052512364664373
100,0.5,50,10,1000,0.1,pcr,0.5157082222277986,1360.4283673208865
100,0.5,50,10,1000,0.1,pls,0.999606547394151,1.1052512364664309
100,0.8,80,10,1000,0.1,linreg,0.999606547394151,1.1052512364664373
100,0.8,80,10,1000,0.1,pcr,0.8781113514956304,342.39849340937377
100,0.8,80,10,1000,0.1,pls,0.9996057390482024,1.1075219683053323
100,0.01,1,5,500,0.1,linreg,0.9995396048295121,1.2932745135923602
100,0.01,1,5,500,0.1,pcr,0.15346518346095972,2377.9613107983346
100,0.01,1,5,500,0.1,pls,0.27683599858171093,2031.406131369077
100,0.1,10,5,500,0.1,linreg,0.9995396048295121,1.2932745135923602
100,0.1,10,5,500,0.1,pcr,0.19975326908102597,2247.9356171057207
100,0.1,10,5,500,0.1,pls,0.9995406473295627,1.290346075519569
100,0.2,20,5,500,0.1,linreg,0.9995396048295121,1.2932745135923602
100,0.2,20,5,500,0.1,pcr,0.22432304764158473,2178.9178027283288
100,0.2,20,5,500,0.1,pls,0.9995396046491002,1.2932750203791414
100,0.5,50,5,500,0.1,linreg,0.9995396048295121,1.2932745135923602
100,0.5,50,5,500,0.1,pcr,0.681145817266204,895.678353109085
100,0.5,50,5,500,0.1,pls,0.9995396048295121,1.2932745135923533
100,0.8,80,5,500,0.1,linreg,0.9995396048295121,1.2932745135923602
100,0.8,80,5,500,0.1,pcr,0.8203638292860503,504.60755497826244
100,0.8,80,5,500,0.1,pls,0.9995296649240974,1.321196236417234
100,0.01,1,3,300,0.1,linreg,0.9994812747235332,1.4576386234163172
100,0.01,1,3,300,0.1,pcr,0.15753650170126587,2367.355881138342
100,0.01,1,3,300,0.1,pls,0.29093851995033115,1992.4909129879184
100,0.1,10,3,300,0.1,linreg,0.9994812747235332,1.4576386234163172
100,0.1,10,3,300,0.1,pcr,0.21310167162565208,2211.2155473760085
100,0.1,10,3,300,0.1,pls,0.9994668298933845,1.4982291696817331
100,0.2,20,3,300,0.1,linreg,0.9994812747235332,1.4576386234163172
100,0.2,20,3,300,0.1,pcr,0.2617965987313319,2074.380868724618
100,0.2,20,3,300,0.1,pls,0.999481227774118,1.4577705531374476
100,0.5,50,3,300,0.1,linreg,0.9994812747235332,1.4576386234163172
100,0.5,50,3,300,0.1,pcr,0.5942221139980695,1140.2519715126243
100,0.5,50,3,300,0.1,pls,0.9994812747235332,1.457638623416306
100,0.8,80,3,300,0.1,linreg,0.9994812747235332,1.4576386234163172
100,0.8,80,3,300,0.1,pcr,0.8145465061537228,521.1316813383856
100,0.8,80,3,300,0.1,pls,0.999481274744564,1.4576385643190681
100,0.01,1,2,200,0.1,linreg,0.9992177265241883,2.198072118990296
100,0.01,1,2,200,0.1,pcr,0.15503366475172398,2374.2297296575575
100,0.01,1,2,200,0.1,pls,0.2919093920294066,1989.6292936228049
100,0.1,10,2,200,0.1,linreg,0.9992177265241883,2.198072118990296
100,0.1,10,2,200,0.1,pcr,0.20247569583700586,2240.924678391914
100,0.1,10,2,200,0.1,pls,0.9987982812691983,3.37665090114769
100,0.2,20,2,200,0.1,linreg,0.9992177265241883,2.198072118990296
100,0.2,20,2,200,0.1,pcr,0.2903426479891693,1994.0316113530162
100,0.2,20,2,200,0.1,pls,0.9992109256196029,2.2171816493724257
100,0.5,50,2,200,0.1,linreg,0.9992177265241883,2.198072118990296
100,0.5,50,2,200,0.1,pcr,0.5957569011064683,1135.8629845530065
100,0.5,50,2,200,0.1,pls,0.9992177265301316,2.1980721022905305
100,0.8,80,2,200,0.1,linreg,0.9992177265241883,2.198072118990296
100,0.8,80,2,200,0.1,pcr,0.8356707612416476,461.7407201168978
100,0.8,80,2,200,0.1,pls,0.9992177265241884,2.1980721189901815
100,0.01,1,1,100,0.1,linreg,0.9434376438113996,158.92791554123696
100,0.01,1,1,100,0.1,pcr,0.1341652316324593,2432.8073335727818
100,0.01,1,1,100,0.1,pls,0.31390292477871784,1927.7835184283485
100,0.1,10,1,100,0.1,linreg,0.9434376438113996,158.92791554123696
100,0.1,10,1,100,0.1,pcr,0.23261040857489002,2156.1978034750596
100,0.1,10,1,100,0.1,pls,0.8957807572264092,292.83339891401283
100,0.2,20,1,100,0.1,linreg,0.9434376438113996,158.92791554123696
100,0.2,20,1,100,0.1,pcr,0.3580769948142607,1803.6639918599637
100,0.2,20,1,100,0.1,pls,0.9530690022807743,131.86589357977093
100,0.5,50,1,100,0.1,linreg,0.9434376438113996,158.92791554123696
100,0.5,50,1,100,0.1,pcr,0.5507019465544647,1262.4297837370739
100,0.5,50,1,100,0.1,pls,0.9697975076504469,84.86243283889247
100,0.8,80,1,100,0.1,linreg,0.9434376438113996,158.92791554123696
100,0.8,80,1,100,0.1,pcr,0.8371881570707471,457.4658583156467
100,0.8,80,1,100,0.1,pls,0.9663191258598601,94.63592893568305
100,0.01,1,10,1000,0.25,linreg,0.9994756448096063,1.1335616428690702
100,0.01,1,10,1000,0.25,pcr,0.01506080388871156,2129.2614504904923
100,0.01,1,10,1000,0.25,pls,0.11318768142144953,1917.1287844209692
100,0.1,10,10,1000,0.25,linreg,0.9994756448096063,1.1335616428690702
100,0.1,10,10,1000,0.25,pcr,0.07789935636413692,1993.415798374289
100,0.1,10,10,1000,0.25,pls,0.9994756810143136,1.133483374801213
100,0.2,20,10,1000,0.25,linreg,0.9994756448096063,1.1335616428690702
100,0.2,20,10,1000,0.25,pcr,0.17571550722694862,1781.9548674966693
100,0.2,20,10,1000,0.25,pls,0.9994756448095155,1.133561643065389
100,0.5,50,10,1000,0.25,linreg,0.9994756448096063,1.1335616428690702
100,0.5,50,10,1000,0.25,pcr,0.5507279524087776,971.2453880359444
100,0.5,50,10,1000,0.25,pls,0.9994756448096063,1.133561642869039
100,0.8,80,10,1000,0.25,linreg,0.9994756448096063,1.1335616428690702
100,0.8,80,10,1000,0.25,pcr,0.8075164452155852,416.1148370112387
100,0.8,80,10,1000,0.25,pls,0.9994743402378692,1.1363818924034133
100,0.01,1,5,500,0.25,linreg,0.9994153145528254,1.2638129978436667
100,0.01,1,5,500,0.25,pcr,0.012890549632936787,2133.663082768052
100,0.01,1,5,500,0.25,pls,0.0841950157983653,1979.5366006063382
100,0.1,10,5,500,0.25,linreg,0.9994153145528254,1.2638129978436667
100,0.1,10,5,500,0.25,pcr,0.08473903336465849,1978.3606923044315
100,0.1,10,5,500,0.25,pls,0.9994135393841924,1.267650071611346
100,0.2,20,5,500,0.25,linreg,0.9994153145528254,1.2638129978436667
100,0.2,20,5,500,0.25,pcr,0.17747729631147258,1777.9044937176654
100,0.2,20,5,500,0.25,pls,0.9994153144921222,1.2638131290551557
100,0.5,50,5,500,0.25,linreg,0.9994153145528254,1.2638129978436667
100,0.5,50,5,500,0.25,pcr,0.4124977687018153,1269.9015509360788
100,0.5,50,5,500,0.25,pls,0.9994153145528254,1.263812997843604
100,0.8,80,5,500,0.25,linreg,0.9994153145528254,1.2638129978436667
100,0.8,80,5,500,0.25,pcr,0.7877117496691755,458.86664591030905
100,0.8,80,5,500,0.25,pls,0.9994212794847436,1.2509196403540115
100,0.01,1,3,300,0.25,linreg,0.9992858329508032,1.5435904635882967
100,0.01,1,3,300,0.25,pcr,0.013129420680405568,2133.007980061242
100,0.01,1,3,300,0.25,pls,0.09304301167486972,1960.2838854549716
100,0.1,10,3,300,0.25,linreg,0.9992858329508032,1.5435904635882967
100,0.1,10,3,300,0.25,pcr,0.05697967850755148,2038.2306588672793
100,0.1,10,3,300,0.25,pls,0.9992555089990891,1.6091322198718234
100,0.2,20,3,300,0.25,linreg,0.9992858329508032,1.5435904635882967
100,0.2,20,3,300,0.25,pcr,0.13690765038476127,1865.4754816263662
100,0.2,20,3,300,0.25,pls,0.9992858237225067,1.543610409496432
100,0.5,50,3,300,0.25,linreg,0.9992858329508032,1.5435904635882967
100,0.5,50,3,300,0.25,pcr,0.4799749759491754,1123.9746623075
100,0.5,50,3,300,0.25,pls,0.9992858329508032,1.543590463588263
100,0.8,80,3,300,0.25,linreg,0.9992858329508032,1.5435904635882967
100,0.8,80,3,300,0.25,pcr,0.8006196030843777,430.93794323265035
100,0.8,80,3,300,0.25,pls,0.9992858329544142,1.5435904557834792
100,0.01,1,2,200,0.25,linreg,0.9988329684339996,2.522311046188528
100,0.01,1,2,200,0.25,pcr,0.010317488928145546,2139.0056641324086
100,0.01,1,2,200,0.25,pls,0.06835844675190317,2013.561457381468
100,0.1,10,2,200,0.25,linreg,0.9988329684339996,2.522311046188528
100,0.1,10,2,200,0.25,pcr,0.03858559768393888,2077.909662064567
100,0.1,10,2,200,0.25,pls,0.9982802293835983,3.71694866620177
100,0.2,20,2,200,0.25,linreg,0.9988329684339996,2.522311046188528
100,0.2,20,2,200,0.25,pcr,0.1039735086984448,1936.5864493563458
100,0.2,20,2,200,0.25,pls,0.9988463849995661,2.4933137572409096
100,0.5,50,2,200,0.25,linreg,0.9988329684339996,2.522311046188528
100,0.5,50,2,200,0.25,pcr,0.45748179468543115,1172.5472574088549
100,0.5,50,2,200,0.25,pls,0.9988329684349623,2.5223110441079735
100,0.8,80,2,200,0.25,linreg,0.9988329684339996,2.522311046188528
100,0.8,80,2,200,0.25,pcr,0.8642795988960112,293.3331684171561
100,0.8,80,2,200,0.25,pls,0.9988329684339996,2.522311046188516
100,0.01,1,1,100,0.25,linreg,0.8738605347297251,272.59946602764745
100,0.01,1,1,100,0.25,pcr,0.004616482735074201,2151.1191181740533
100,0.01,1,1,100,0.25,pls,0.02855400017925791,2099.387850253024
100,0.1,10,1,100,0.25,linreg,0.8738605347297251,272.59946602764745
100,0.1,10,1,100,0.25,pcr,0.03785457350952404,2079.288420481785
100,0.1,10,1,100,0.25,pls,0.8298844351681298,367.63602919036214
100,0.2,20,1,100,0.25,linreg,0.8738605347297251,272.59946602764745
100,0.2,20,1,100,0.25,pcr,0.14090660212197537,1856.5831163755054
100,0.2,20,1,100,0.25,pls,0.9311149503116403,148.86719015416602
100,0.5,50,1,100,0.25,linreg,0.8738605347297251,272.59946602764745
100,0.5,50,1,100,0.25,pcr,0.5474600646177017,977.9821444230524
100,0.5,50,1,100,0.25,pls,0.9582802978301426,90.16027228248946
100,0.8,80,1,100,0.25,linreg,0.8738605347297251,272.59946602764745
100,0.8,80,1,100,0.25,pcr,0.7227332524431449,599.1999979488775
100,0.8,80,1,100,0.25,pls,0.9578091232409788,91.17852569855276
100,0.01,1,10,1000,0.5,linreg,0.9990123300209254,1.081734831088319
100,0.01,1,10,1000,0.5,pcr,-0.0010836587596243508,1096.4260182618887
100,0.01,1,10,1000,0.5,pls,0.04277361685367331,1048.391812876814
100,0.1,10,10,1000,0.5,linreg,0.9990123300209254,1.081734831088319
100,0.1,10,10,1000,0.5,pcr,0.07270269138036922,1015.6123186493008
100,0.1,10,10,1000,0.5,pls,0.9990123726194472,1.0816881755193402
100,0.2,20,10,1000,0.5,linreg,0.9990123300209254,1.081734831088319
100,0.2,20,10,1000,0.5,pcr,0.1542391032211019,926.3104480257568
100,0.2,20,10,1000,0.5,pls,0.9990123300209661,1.0817348310436536
100,0.5,50,10,1000,0.5,linreg,0.9990123300209254,1.081734831088319
100,0.5,50,10,1000,0.5,pcr,0.5264236611315796,518.6793481494867
100,0.5,50,10,1000,0.5,pls,0.9990123300209262,1.0817348310874986
100,0.8,80,10,1000,0.5,linreg,0.9990123300209254,1.081734831088319
100,0.8,80,10,1000,0.5,pcr,0.7621435082838033,260.50974246574094
100,0.8,80,10,1000,0.5,pls,0.9990093270404599,1.085023812869128
100,0.01,1,5,500,0.5,linreg,0.9989005840345208,1.2040601092081913
100,0.01,1,5,500,0.5,pcr,-0.0065175907712082815,1102.3195208336647
100,0.01,1,5,500,0.5,pls,0.005183321294739862,1089.5048975224418
100,0.1,10,5,500,0.5,linreg,0.9989005840345208,1.2040601092081913
100,0.1,10,5,500,0.5,pcr,0.050588122466609264,1039.7783958395714
100,0.1,10,5,500,0.5,pls,0.9988994467503641,1.2053056418626331
100,0.2,20,5,500,0.5,linreg,0.9989005840345208,1.2040601092081913
100,0.2,20,5,500,0.5,pcr,0.19955146843693428,876.6364839073899
100,0.2,20,5,500,0.5,pls,0.9989005836190608,1.204060564212388
100,0.5,50,5,500,0.5,linreg,0.9989005840345208,1.2040601092081913
100,0.5,50,5,500,0.5,pcr,0.5089586248840825,537.7794668372782
100,0.5,50,5,500,0.5,pls,0.9989005840345208,1.204060109208163
100,0.8,80,5,500,0.5,linreg,0.9989005840345208,1.2040601092081913
100,0.8,80,5,500,0.5,pcr,0.826054727231673,190.50165788195207
100,0.8,80,5,500,0.5,pls,0.9989000522369961,1.2046425240591607
100,0.01,1,3,300,0.5,linreg,0.998682650156533,1.4429447495355427
100,0.01,1,3,300,0.5,pcr,-0.001237486626666895,1096.6945352678079
100,0.01,1,3,300,0.5,pls,0.03223145764840851,1060.034693044637
100,0.1,10,3,300,0.5,linreg,0.998682650156533,1.4429447495355427
100,0.1,10,3,300,0.5,pcr,0.08567917923225976,1001.4913155078935
100,0.1,10,3,300,0.5,pls,0.9986592705379567,1.468553359152928
100,0.2,20,3,300,0.5,linreg,0.998682650156533,1.4429447495355427
100,0.2,20,3,300,0.5,pcr,0.2752275179056888,793.8716149185641
100,0.2,20,3,300,0.5,pls,0.9986826453950223,1.4429499650043707
100,0.5,50,3,300,0.5,linreg,0.998682650156533,1.4429447495355427
100,0.5,50,3,300,0.5,pcr,0.4706946014424128,579.7688818480104
100,0.5,50,3,300,0.5,pls,0.998682650156533,1.4429447495356307
100,0.8,80,3,300,0.5,linreg,0.998682650156533,1.4429447495355427
100,0.8,80,3,300,0.5,pcr,0.7952885317098783,224.228468848907
100,0.8,80,3,300,0.5,pls,0.9986826501503695,1.4429447562867017
100,0.01,1,2,200,0.5,linreg,0.9984309228514388,1.71836475862238
100,0.01,1,2,200,0.5,pcr,-0.0028163726237597775,1098.2279078286558
100,0.01,1,2,200,0.5,pls,0.012791508320320277,1081.1350372864565
100,0.1,10,2,200,0.5,linreg,0.9984309228514388,1.71836475862238
100,0.1,10,2,200,0.5,pcr,0.09986855731755384,985.7731665085408
100,0.1,10,2,200,0.5,pls,0.9955710393159394,4.850347839041634
100,0.2,20,2,200,0.5,linreg,0.9984309228514388,1.71836475862238
100,0.2,20,2,200,0.5,pcr,0.2856365393790815,782.3305544307202
100,0.2,20,2,200,0.5,pls,0.9984354828240589,1.713370933903157
100,0.5,50,2,200,0.5,linreg,0.9984309228514388,1.71836475862238
100,0.5,50,2,200,0.5,pcr,0.5721186904917663,468.5914671603751
100,0.5,50,2,200,0.5,pls,0.99843092284869,1.7183647616326976
100,0.8,80,2,200,0.5,linreg,0.9984309228514388,1.71836475862238
100,0.8,80,2,200,0.5,pcr,0.8177785373473259,199.55866413202838
100,0.8,80,2,200,0.5,pls,0.9984309228514388,1.7183647586223816
100,0.01,1,1,100,0.5,linreg,0.9094293549142163,99.20756347247575
100,0.01,1,1,100,0.5,pcr,-0.004732576883286654,1100.5450032911217
100,0.01,1,1,100,0.5,pls,0.06465919618840266,1024.5359528426357
100,0.1,10,1,100,0.5,linreg,0.9094293549142163,99.20756347247575
100,0.1,10,1,100,0.5,pcr,0.13275249131715416,949.94920465135
100,0.1,10,1,100,0.5,pls,0.8421614362188179,172.89022640718605
